t,CCO
907.0,-1.689352266608178
917.0,-1.6861378511070313
927.0,-1.6895831923949511
937.0,-1.688945848065404
948.0,-1.6889524397676414
958.0,-1.6879615769580405
968.0,-1.688421048333282
978.0,-1.6890527923523422
988.0,-1.6884372227838216
999.0,-1.689521249584102
1009.0,-1.688352914241886
1019.0,-1.6892483800266056
1029.0,-1.6889388412600863
1039.0,-1.6885529995758528
1050.0,-1.6889751340273205
1060.0,-1.6867845247320228
1070.0,-1.6899041138868498
1080.0,-1.6893939602861219
1090.0,-1.6872994175464644
1101.0,-1.6891183904202367
1111.0,-1.6894022618253457
1121.0,-1.690655468316202
1131.0,-1.6898783830915234
1141.0,-1.6902442603335985
1152.0,-1.6900724464778778
1162.0,-1.690844454729689
1172.0,-1.6909519823969392
1182.0,-1.6908181686809007
1192.0,-1.6913592268677708
1203.0,-1.6887118554565481
1213.0,-1.692140666637638
1223.0,-1.692208199997717
1233.0,-1.6884363290941795
1243.0,-1.6924878109315253
1254.0,-1.6918090548300906
1264.0,-1.692978358334468
1274.0,-1.6913987370117278
1284.0,-1.691018281141612
1294.0,-1.6912167667773605
1304.0,-1.690037453087936
1315.0,-1.6901232158525141
1325.0,-1.6891382002617148
1335.0,-1.6893412598700097
1345.0,-1.6882303894210384
1356.0,-1.690238774258237
1366.0,-1.6896569496465286
1376.0,-1.6859343845447234
1386.0,-1.690061396037846
1396.0,-1.6899653651142008
1407.0,-1.6905631160688017
1417.0,-1.6900453334840173
1427.0,-1.6896604169078286
1437.0,-1.6912016959662581
1447.0,-1.69165661432144
1458.0,-1.690444371473185
1468.0,-1.6905010697809575
1478.0,-1.6895277129961865
1488.0,-1.6914092712215039
1498.0,-1.69093485570405
1509.0,-1.6910944813525934
1519.0,-1.6875936719970899
1529.0,-1.6916125995992186
1539.0,-1.6912616153719155
1550.0,-1.692003991463133
1560.0,-1.6906032277754708
1570.0,-1.6905130321133166
1580.0,-1.6929665236486036
1590.0,-1.6918512120029483
1601.0,-1.690494981158643
1611.0,-1.6904611569387809
1621.0,-1.6899280865787223
1631.0,-1.6910393187654353
1641.0,-1.6909091146347726
1652.0,-1.6913508947034488
1662.0,-1.6877121364568475
1672.0,-1.6913966525439215
1682.0,-1.691640886543067
1692.0,-1.6888765674248272
1703.0,-1.6913366585105514
1713.0,-1.69092104353817
1723.0,-1.6925875727932729
1733.0,-1.6916036007663717
1743.0,-1.691024978943016
1754.0,-1.6908186909975642
1764.0,-1.6905048383276569
1774.0,-1.6914821735109813
1784.0,-1.6909797267483027
1794.0,-1.6898988412412617
1805.0,-1.6881954662907535
1815.0,-1.6916671244128418
1825.0,-1.691690738330933
1835.0,-1.6877505253775995
1846.0,-1.6919367197824344
1856.0,-1.690924566900966
1866.0,-1.6935459223053022
1876.0,-1.6916520001911124
1886.0,-1.6904006661433009
1897.0,-1.6907931883186023
1907.0,-1.6904908291049503
1917.0,-1.6912633186832124
1927.0,-1.690573865563229
1938.0,-1.691573479620264
1948.0,-1.6871640927270888
1958.0,-1.6918944188365947
1968.0,-1.6920301843131689
1978.0,-1.6876515607446696
1989.0,-1.6928610996611162
1999.0,-1.6919370201680553
2009.0,-1.6939242369070626
2019.0,-1.692030122259223
2029.0,-1.6908883450585384
2040.0,-1.6908765055335548
2050.0,-1.6899978250774608
2060.0,-1.6905447417271535
2070.0,-1.6904116111266774
2080.0,-1.6886763012329464
2091.0,-1.686528537429322
2101.0,-1.6893048299071465
2111.0,-1.6879319134872837
2121.0,-1.6864516410933914
2132.0,-1.6882916504685037
2142.0,-1.687910736811354
2152.0,-1.689067763243788
2162.0,-1.6879849097464918
2172.0,-1.6877026413951064
2183.0,-1.6881699748844974
2193.0,-1.688351703251074
2203.0,-1.68899644338999
2213.0,-1.6883939112716333
2223.0,-1.688449114957184
2234.0,-1.6875036635143668
2244.0,-1.689909511275048
2254.0,-1.6896669330858256
2264.0,-1.6874165835508408
2274.0,-1.6901817768711398
2285.0,-1.6901565586762481
2295.0,-1.6917079878099335
2305.0,-1.6906423673890578
2315.0,-1.689769214430341
2326.0,-1.689677812348427
2336.0,-1.6899188205666056
2346.0,-1.6902805121596642
2356.0,-1.6896692827150264
2366.0,-1.688981745691093
2377.0,-1.68803880343594
2387.0,-1.6906624104983237
2397.0,-1.6907270613897467
2407.0,-1.6878276984156613
2417.0,-1.690701551154297
2428.0,-1.6906726585858265
2438.0,-1.6930628432888288
2448.0,-1.6912237900861133
2458.0,-1.6908931033068226
2468.0,-1.693554947543057
2479.0,-1.6911821328484224
2489.0,-1.6916147473472718
2499.0,-1.6914889844770593
2509.0,-1.6900797997159973
2520.0,-1.687627169557768
2530.0,-1.691852866533422
2540.0,-1.6913746115921202
2550.0,-1.6868690340669092
2560.0,-1.6906999631385422
2571.0,-1.689793317866263
2581.0,-1.6908112124939099
2591.0,-1.6899908424531467
2601.0,-1.6892684815876675
2612.0,-1.689101146704389
2622.0,-1.6876833563706002
2632.0,-1.6892018672020437
2642.0,-1.6884003175094024
2652.0,-1.687966132084457
2663.0,-1.6857757257852484
2673.0,-1.6894635053422282
2683.0,-1.6892476931043725
2693.0,-1.6872055796219376
2704.0,-1.689695071243368
2714.0,-1.6893502575292108
2724.0,-1.6910489419012709
2734.0,-1.6904403250559166
2744.0,-1.6894669361420909
2755.0,-1.689448974173696
2765.0,-1.6902898182964634
2775.0,-1.6903490296028374
2785.0,-1.6898065654324914
2796.0,-1.6899698858907037
2806.0,-1.6865789912572289
2816.0,-1.6907740960155664
2826.0,-1.6902308553096674
2837.0,-1.6912402408283036
2847.0,-1.6901030775437715
2857.0,-1.6901322486611885
2867.0,-1.692155730395655
2877.0,-1.6914857350186172
2888.0,-1.690848013089829
2898.0,-1.690768762928584
2908.0,-1.6896155950725995
2918.0,-1.691731636134888
2929.0,-1.6908590946297697
2939.0,-1.691003793301116
2949.0,-1.6866544782777693
2959.0,-1.6908598971990014
2969.0,-1.6908219201314205
2980.0,-1.6911967083760753
2990.0,-1.6904400460528741
3000.0,-1.6900580274081825
3010.0,-1.6913856432237282
3021.0,-1.6886039468263867
3031.0,-1.6900632767583106
3041.0,-1.6885938096749347
3051.0,-1.6879072299861004
3062.0,-1.6860561919108628
3072.0,-1.6891912747431341
3082.0,-1.6884659599027774
3092.0,-1.6857708740392952
3102.0,-1.6889858446017756
3113.0,-1.6882271026144802
3123.0,-1.6891506372985858
3133.0,-1.6883337080329637
3143.0,-1.6884142515018568
3154.0,-1.6882237258398958
3164.0,-1.6894013400930952
3174.0,-1.689283629215577
3184.0,-1.6882040111181742
3195.0,-1.6885279911861457
3205.0,-1.686418435548575
3215.0,-1.6891048867634946
3225.0,-1.6892553281764966
3235.0,-1.6853414990276812
3246.0,-1.6887708314663026
3256.0,-1.6893396726973582
3266.0,-1.690110084378933
3276.0,-1.6893411670876008
3287.0,-1.6899753994087554
3297.0,-1.6886766545165024
3307.0,-1.6896702671814043
3317.0,-1.6896972254799643
3328.0,-1.689436920236498
3338.0,-1.6888793574664647
3348.0,-1.68625921635237
3358.0,-1.6899523313867495
3369.0,-1.6898745350247306
3379.0,-1.6907586901909837
3389.0,-1.689877150007622
3399.0,-1.691027602759481
3409.0,-1.6945353886377248
3420.0,-1.6920730879502386
3430.0,-1.6924495460502271
3440.0,-1.6918350070608432
3450.0,-1.6930931146040218
3461.0,-1.689888478400924
3471.0,-1.6925432285870496
3481.0,-1.691997053938067
3491.0,-1.6888494414977364
3502.0,-1.6912533749420806
3512.0,-1.6925737645991312
3522.0,-1.69331804549731
3532.0,-1.6906658293065984
3543.0,-1.6923596525597018
3553.0,-1.691727887067681
3563.0,-1.6918859342089947
3573.0,-1.6919426070757004
3584.0,-1.6918904823882748
3594.0,-1.691429078249423
3604.0,-1.6900178094666753
3614.0,-1.6926853954017955
3625.0,-1.692321868026429
3635.0,-1.6928911217867035
3645.0,-1.6916176512949008
3655.0,-1.6931941438470568
3665.0,-1.6932736874328318
3676.0,-1.6931902689470189
3686.0,-1.6932064500167348
3696.0,-1.6918509580262178
3706.0,-1.6917725419999496
3717.0,-1.6896636481913654
3727.0,-1.690376456370387
3737.0,-1.689770683263356
3747.0,-1.6882182615358066
3758.0,-1.6877183600982573
3768.0,-1.689353906125287
3778.0,-1.6885102066129545
3788.0,-1.6860603793080282
3799.0,-1.6892775342770705
3809.0,-1.687793453675076
3819.0,-1.6889055042207557
3829.0,-1.6894576165301591
3840.0,-1.688799295663116
3850.0,-1.6888730829114469
3860.0,-1.6883008636920913
3870.0,-1.6912384530712088
3881.0,-1.6923671141065784
3891.0,-1.6939552884096656
3901.0,-1.691304522901555
3911.0,-1.6976301725499487
3922.0,-1.6990921854663568
3932.0,-1.7026451950986874
3942.0,-1.7043405742304136
3952.0,-1.7062711963985848
3963.0,-1.7084134396624182
3973.0,-1.7101560548513226
3983.0,-1.7132621311634577
3993.0,-1.7143505905119767
4004.0,-1.7160648341878568
4014.0,-1.7143151809174624
4024.0,-1.7181144714450636
4034.0,-1.7179364503952244
4045.0,-1.718301946820629
4055.0,-1.7161870216399864
4065.0,-1.7150608391151578
4075.0,-1.7148950884260876
4086.0,-1.7134476502808367
4096.0,-1.71072750088489
4106.0,-1.7082515177411322
4116.0,-1.706710766169921
4127.0,-1.7029298727524131
4137.0,-1.7049270777054153
4147.0,-1.7033809349217208
4157.0,-1.699197531081765
4168.0,-1.7007079330710175
4178.0,-1.700517200648889
4188.0,-1.7011259089782504
4198.0,-1.698157189974439
4209.0,-1.6994419679524113
4219.0,-1.6984488446187607
4229.0,-1.6986658113150508
4239.0,-1.6992516053629358
4250.0,-1.6998962353087812
4260.0,-1.700379112068715
4270.0,-1.6977727702816878
4280.0,-1.7004330328604627
4291.0,-1.7001475200065186
4301.0,-1.7008352971073124
4311.0,-1.6980690432345162
4321.0,-1.6998491804812972
4332.0,-1.6993172879874343
4342.0,-1.7004461820507573
4352.0,-1.7001794741519902
4362.0,-1.6987640286764603
4373.0,-1.698795338504281
4383.0,-1.6979307161106754
4393.0,-1.6996214712098177
4403.0,-1.6992441342260665
4414.0,-1.6999050553646937
4424.0,-1.6957980037860632
4434.0,-1.6998862855411563
4444.0,-1.7005364940942351
4455.0,-1.7014545637500869
4465.0,-1.7015296949147793
4475.0,-1.699985091252234
4486.0,-1.7005100762496874
4496.0,-1.6997109010133304
4506.0,-1.7020667773521068
4516.0,-1.7020007459147561
4527.0,-1.7026033344120464
4537.0,-1.7009779598211627
4547.0,-1.704294827122052
4557.0,-1.704828741291534
4568.0,-1.705958176218128
4578.0,-1.7057910280788775
4588.0,-1.7051411409212858
4598.0,-1.7064149818644807
4609.0,-1.7060697118191492
4619.0,-1.7065328802782396
4629.0,-1.7050834639863641
4639.0,-1.7046511428467273
4650.0,-1.7021187537785833
4660.0,-1.7055704018192521
4670.0,-1.704910898351676
4680.0,-1.7004040889867271
4691.0,-1.702950056062468
4701.0,-1.7037757677200833
4711.0,-1.7047925544360643
4721.0,-1.7044145504256893
4732.0,-1.7046598216902018
4742.0,-1.7025939937207863
4752.0,-1.703642239872346
4763.0,-1.7006374069027002
4773.0,-1.7038768750334539
4783.0,-1.7040072921173508
4793.0,-1.7011184772905463
4804.0,-1.7031513404299594
4814.0,-1.7040470877927423
4824.0,-1.7054730393943158
4834.0,-1.7027263318925834
4845.0,-1.7038262692705224
4855.0,-1.70280224925781
4865.0,-1.7033471515009764
4875.0,-1.7032671930725052
4886.0,-1.7039533110129819
4896.0,-1.7043561112615322
4906.0,-1.7019228754685762
4916.0,-1.7050021589767987
4927.0,-1.7045945211935059
4937.0,-1.7057778887686719
4947.0,-1.7013515545731883
4958.0,-1.7055365039214674
4968.0,-1.7046423526930847
4978.0,-1.70690499306529
4988.0,-1.7053154849216277
4999.0,-1.7054499761981399
5009.0,-1.7053162424563106
5019.0,-1.7034263447419988
5029.0,-1.706614842481405
5040.0,-1.7061786385779099
5050.0,-1.70707346331204
5060.0,-1.7034234376897759
5070.0,-1.7069344433709717
5081.0,-1.706924226367809
5091.0,-1.7087549291647675
5101.0,-1.7079285212199633
5112.0,-1.7085040646018579
5122.0,-1.707494817023719
5132.0,-1.7070486399531666
5142.0,-1.7084022154919902
5153.0,-1.7085786572202444
5163.0,-1.7088807922565514
5173.0,-1.7057159814307985
5183.0,-1.7094237505590315
5194.0,-1.7090504499690862
5204.0,-1.7112931296651126
5214.0,-1.7098215946303814
5224.0,-1.7096921747634009
5235.0,-1.7097840654967098
5245.0,-1.710258751555084
5255.0,-1.7108029195425196
5266.0,-1.7107380467686533
5276.0,-1.7112976469658483
5286.0,-1.7087273042590403
5296.0,-1.7123620033928857
5307.0,-1.7120239374819533
5317.0,-1.7145813836880446
5327.0,-1.7108229658584824
5337.0,-1.7138312430765223
5348.0,-1.7144127425794464
5358.0,-1.7168696362205564
5368.0,-1.7156151398654105
5379.0,-1.7155401484733959
5389.0,-1.715592811336608
5399.0,-1.7135891437772983
5409.0,-1.7174722153938602
5420.0,-1.717184567222356
5430.0,-1.7190265715569186
5440.0,-1.7171029199786538
5450.0,-1.7175462112490825
5461.0,-1.7179541918848964
5471.0,-1.7184132554595903
5481.0,-1.7193430590671526
5492.0,-1.7178949598677262
5502.0,-1.7171389188520034
5512.0,-1.7155057005889933
5522.0,-1.7176849000558012
5533.0,-1.718143194220186
5543.0,-1.718664615545029
5553.0,-1.7141193259085141
5563.0,-1.7185046152625636
5574.0,-1.7179543511212112
5584.0,-1.7200074328789188
5594.0,-1.7190497819210224
5604.0,-1.7190885429519598
5615.0,-1.7191499966537251
5625.0,-1.7188089942089086
5635.0,-1.720592154691728
5646.0,-1.720392434719673
5656.0,-1.721722757249427
5666.0,-1.7189152363830835
5676.0,-1.721896337241057
5687.0,-1.7221829176765517
5697.0,-1.72430952922802
5707.0,-1.7233932039075102
5717.0,-1.7230721834602405
5728.0,-1.7229660523040393
5738.0,-1.7242420083162022
5748.0,-1.725165726293612
5759.0,-1.7239858999475672
5769.0,-1.7248525887044985
5779.0,-1.7203331946982583
5789.0,-1.7250163523804976
5800.0,-1.7249168142059281
5810.0,-1.7256430734176729
5820.0,-1.7209078196081256
5830.0,-1.7240117270433915
5841.0,-1.7240597892525036
5851.0,-1.7254014223903216
5861.0,-1.724400017525201
5872.0,-1.722593106185788
5882.0,-1.7224755212908733
5892.0,-1.720762272579556
5902.0,-1.723364498812878
5913.0,-1.723972894631996
5923.0,-1.7252114821252844
5933.0,-1.7230612376201357
5943.0,-1.7245922490058676
5954.0,-1.7242976753952937
5964.0,-1.7254619684014199
5974.0,-1.7249116305839811
5985.0,-1.7264273465897249
5995.0,-1.7241478234769103
6005.0,-1.7228929330054652
6015.0,-1.7247524147422901
6026.0,-1.7251094100385629
6036.0,-1.7252221294465893
6046.0,-1.7225679244265708
6056.0,-1.725868869205983
6067.0,-1.7259362619917844
6077.0,-1.725927534789078
6087.0,-1.7266332188886682
6098.0,-1.7269048608926043
6108.0,-1.726664619254657
6118.0,-1.7263171092825216
6128.0,-1.7272667255724936
6139.0,-1.7272152024860359
6149.0,-1.7272633249549807
6159.0,-1.7249347383371512
6170.0,-1.726311670492913
6180.0,-1.727881120389789
6190.0,-1.728549014895788
6200.0,-1.727737322288777
6211.0,-1.7281110188382032
6221.0,-1.7278127201534812
6231.0,-1.7283454091013142
6241.0,-1.7286698508254952
6252.0,-1.7286277468076905
6262.0,-1.7285270348450368
6272.0,-1.7272542604386576
6283.0,-1.7276182548481172
6293.0,-1.7301606200332436
6303.0,-1.7300567500638933
6313.0,-1.7295278662833975
6324.0,-1.7307928342330585
6334.0,-1.7296504190807334
6344.0,-1.7308251509587103
6354.0,-1.7311748168332022
6365.0,-1.7315781135157053
6375.0,-1.7313351311267748
6385.0,-1.7301000613922297
6396.0,-1.7309851827023524
6406.0,-1.7327135856389757
6416.0,-1.7324269591434789
6426.0,-1.7313608786466423
6437.0,-1.7326873024578955
6447.0,-1.7323557767900757
6457.0,-1.7325953150093836
6468.0,-1.732491751857942
6478.0,-1.733260699420275
6488.0,-1.7329855457687813
6498.0,-1.7324769625133278
6509.0,-1.7321316239689535
6519.0,-1.734505649043897
6529.0,-1.7341905258888268
6539.0,-1.7323640611715216
6550.0,-1.734629635280954
6560.0,-1.7349691628990787
6570.0,-1.7356019121068142
6581.0,-1.7355483762735457
6591.0,-1.735320338635552
6601.0,-1.7352344258263273
6611.0,-1.7353300957301079
6622.0,-1.7347210615914705
6632.0,-1.737053293014652
6642.0,-1.736969928525984
6653.0,-1.7372137788069606
6663.0,-1.7364002152678357
6673.0,-1.7375337650033067
6683.0,-1.738449759331801
6694.0,-1.738268974781303
6704.0,-1.7393212270519898
6714.0,-1.738354769546732
6724.0,-1.7394116030108304
6735.0,-1.7378781026336942
6745.0,-1.7398807433126204
6755.0,-1.7402451141058322
6766.0,-1.7401408804167797
6776.0,-1.7384937322875815
6786.0,-1.7409833688697576
6796.0,-1.7422393104157354
6807.0,-1.742703884845415
6817.0,-1.7425274684297654
6827.0,-1.7418676833258422
6838.0,-1.742019184611131
6848.0,-1.742460035055727
6858.0,-1.7433147421998074
6868.0,-1.7437507656864903
6879.0,-1.7443032755546988
6889.0,-1.7410731805750372
6899.0,-1.7450105868772123
6910.0,-1.7447276973817611
6920.0,-1.7457869127857815
6930.0,-1.7453805365230528
6940.0,-1.744969425592957
6951.0,-1.74510522766187
6961.0,-1.7453447719425832
6971.0,-1.744960444794372
6981.0,-1.7452363493828
6992.0,-1.7460146416822449
7002.0,-1.744053107057536
7012.0,-1.7476540615975653
7023.0,-1.746925949522899
7033.0,-1.7491002982138912
7043.0,-1.7454622669884705
7053.0,-1.7479740716402952
7064.0,-1.7479384469959374
7074.0,-1.7484991784128008
7084.0,-1.7498480567680341
7095.0,-1.7483308786086906
7105.0,-1.7488403411742017
7115.0,-1.7457508268043969
7125.0,-1.7485060684162241
7136.0,-1.7487209552998724
7146.0,-1.7494073715640919
7156.0,-1.7453999520272194
7166.0,-1.7492128159629614
7177.0,-1.7492905471754865
7187.0,-1.7500590295952623
7197.0,-1.751385244666493
7208.0,-1.7499499880481042
7218.0,-1.7502824155680123
7228.0,-1.749399048132237
7238.0,-1.752231225200162
7249.0,-1.7517533686355258
7259.0,-1.7530591305693088
7269.0,-1.751727670977289
7279.0,-1.7540942114819085
7290.0,-1.7545057125930914
7300.0,-1.7569980729302186
7310.0,-1.7572771419485085
7320.0,-1.7626020011094616
7331.0,-1.747496123637733
7341.0,-1.748954371589592
7351.0,-1.7495638738221553
7361.0,-1.7506676189980181
7372.0,-1.750841470631545
7382.0,-1.7508383518341288
7392.0,-1.7508133085755622
7402.0,-1.7509326597373556
7413.0,-1.7513514556470051
7423.0,-1.7521878716373505
7433.0,-1.7534851506065419
7444.0,-1.755588037300954
7454.0,-1.7584397551022164
7464.0,-1.7597883448443785
7474.0,-1.7595410762282386
7485.0,-1.7605867933210004
7495.0,-1.7564410483559976
7505.0,-1.7602732798847593
7515.0,-1.7616771639081148
7526.0,-1.7623932761838255
7536.0,-1.7601725054681112
7546.0,-1.7609145720845045
7556.0,-1.7630885695672118
7567.0,-1.7619653962969586
7577.0,-1.7614542020688408
7587.0,-1.761075075907044
7597.0,-1.7598947778883942
7608.0,-1.7568574220942552
7618.0,-1.759484045363825
7628.0,-1.760326825698366
7639.0,-1.7611419804621071
7649.0,-1.7583144994221704
7659.0,-1.762424491258582
7669.0,-1.7633429521238926
7680.0,-1.7637792134636152
7690.0,-1.7641300076135968
7700.0,-1.7624836440662088
7710.0,-1.7623727957898951
7721.0,-1.7611344834577143
7731.0,-1.7629551793932845
7741.0,-1.7633688512309835
7752.0,-1.764544614378845
7762.0,-1.7597221031503512
7772.0,-1.7627701581549513
7782.0,-1.7633625866129017
7793.0,-1.7647168795628865
7803.0,-1.7633837305266709
7813.0,-1.7632258721975143
7823.0,-1.765662937674662
7834.0,-1.7630130070527377
7844.0,-1.7662685563387142
7854.0,-1.7658858796827277
7864.0,-1.7640856742635682
7875.0,-1.7635183058917034
7885.0,-1.7749393937993259
7895.0,-1.7646002919179733
7906.0,-1.7663021716883853
7916.0,-1.7663754028308492
7926.0,-1.7723338318367647
7936.0,-1.7701148344725908
7947.0,-1.7683674104475193
7957.0,-1.7670678696426783
7967.0,-1.7658958690054927
7977.0,-1.76491162895704
7988.0,-1.7640094449289903
7998.0,-1.7660774505887489
8008.0,-1.768322397559087
8019.0,-1.768128759891768
8029.0,-1.768140691331863
8039.0,-1.7682221206239517
8049.0,-1.7683547595299023
8060.0,-1.7685164354732328
8070.0,-1.7687289168904488
8080.0,-1.768969771662656
8090.0,-1.770821402095969
8101.0,-1.7685111317670346
8111.0,-1.7713413426215012
8121.0,-1.771658571103961
8132.0,-1.7727323005413804
8142.0,-1.7720867258416768
8152.0,-1.7715651599955051
8162.0,-1.7732443823937187
8173.0,-1.7731801375705705
8183.0,-1.7729744750506438
8193.0,-1.7719648346361283
8203.0,-1.7735814757083452
8214.0,-1.770429509066025
8224.0,-1.7725185203895424
8234.0,-1.7728091458514488
8245.0,-1.7739065195403942
8255.0,-1.7691891593007847
8265.0,-1.7732996835461257
8275.0,-1.7747798145471905
8286.0,-1.7754571089941265
8296.0,-1.7749837885550601
8306.0,-1.7737229215040409
8316.0,-1.7759376752206004
8327.0,-1.7744898143901324
8337.0,-1.775836472972505
8347.0,-1.7757525440429396
8358.0,-1.7771759751560305
8368.0,-1.772101133650289
8378.0,-1.7766725171660198
8388.0,-1.7782261404954312
8399.0,-1.7787700122263035
8409.0,-1.7733999008010992
8419.0,-1.7776137893435142
8430.0,-1.7773389302595077
8440.0,-1.7770402171463158
8450.0,-1.7794606667773702
8460.0,-1.7776415679421098
8471.0,-1.7779539095591388
8481.0,-1.773751878611916
8491.0,-1.7732982256061391
8501.0,-1.7727743768482247
8512.0,-1.7727379609772198
8522.0,-1.7722875811751735
8532.0,-1.7734626391623505
8543.0,-1.7730015471849776
8553.0,-1.772298760343413
8563.0,-1.7723329374128145
8573.0,-1.7719943597159067
8584.0,-1.7711880902945407
8594.0,-1.7706765874236945
8604.0,-1.7716189215097378
8615.0,-1.7712758824430546
8625.0,-1.7714113857786764
8635.0,-1.7709201149330471
8645.0,-1.7717244808805583
8656.0,-1.7716389927233342
8666.0,-1.7720144609694106
8676.0,-1.771630238024116
8687.0,-1.7720571413090318
8697.0,-1.7715322074571287
8707.0,-1.7713735569066669
8717.0,-1.7717504021581474
8728.0,-1.771541655448744
8738.0,-1.7717162370381323
8748.0,-1.7695858007836585
8758.0,-1.771883633667135
8769.0,-1.7713333268933011
8779.0,-1.7720755656904723
8789.0,-1.7713732612107047
8800.0,-1.771731737147387
8810.0,-1.7717808259866303
8820.0,-1.7718899863213406
8830.0,-1.7720052019736512
8841.0,-1.7721489554435368
8851.0,-1.7726552666431057
8861.0,-1.7710187940054611
8872.0,-1.7718894116548176
8882.0,-1.7730578717803906
8892.0,-1.7738693142315352
8902.0,-1.7721964020380392
8913.0,-1.77342374811332
8923.0,-1.7735701877141137
8933.0,-1.7746653684100353
8944.0,-1.773335626423648
8954.0,-1.7742780347757217
8964.0,-1.7749026433187307
8974.0,-1.77362035831491
8985.0,-1.7738402462940914
8995.0,-1.7754891886190276
9005.0,-1.776244096241931
9016.0,-1.776898330836168
9026.0,-1.7759707620274754
9036.0,-1.7762386859837254
9046.0,-1.7771183330434166
9057.0,-1.776466510781929
9067.0,-1.7771238853185567
9077.0,-1.7776342853093396
9088.0,-1.7781622444184586
9098.0,-1.7761019456365483
9108.0,-1.7786364759336322
9118.0,-1.7792567394253078
9129.0,-1.7799184762182592
9139.0,-1.778924431561683
9149.0,-1.7795526371253096
9160.0,-1.7798360118648098
9170.0,-1.7805010633268736
9180.0,-1.7801130539335657
9191.0,-1.7804904384766602
9201.0,-1.7810539095766904
9211.0,-1.7796000410928643
9221.0,-1.78156795702579
9232.0,-1.7810272123563462
9242.0,-1.7827173562095244
9252.0,-1.7808883611258748
9263.0,-1.7816428989226774
9273.0,-1.7817181322999733
9283.0,-1.7827671005159722
9293.0,-1.7821485096723
9304.0,-1.7808505077866583
9314.0,-1.7810769228219692
9324.0,-1.7816009457021322
9335.0,-1.782108514039177
9345.0,-1.7825553752059515
9355.0,-1.7829991829623393
9365.0,-1.7834404455789774
9376.0,-1.7838999183629716
9386.0,-1.7843382785765107
9396.0,-1.7847692728045077
9406.0,-1.785195031521956
9417.0,-1.7856319041961144
9427.0,-1.7860530899733331
9437.0,-1.7860723100244467
9448.0,-1.7861855838850362
9458.0,-1.7863219893152984
9468.0,-1.786468355971079
9478.0,-1.7866191283319168
9489.0,-1.7867673880077137
9499.0,-1.786916426026316
9509.0,-1.7870631708051141
9519.0,-1.7860419580514586
9530.0,-1.7850933790273844
9540.0,-1.7842820588601478
9550.0,-1.7835440954436603
9561.0,-1.7929920487199587
9571.0,-1.79143115512153
9581.0,-1.790976552854241
9591.0,-1.7897258517914212
9602.0,-1.7910143395850753
9612.0,-1.7912238600386587
9622.0,-1.7917579086886406
9632.0,-1.790461907755859
9643.0,-1.791388486655103
9653.0,-1.7913788680646618
9663.0,-1.792018294037472
9674.0,-1.7907280962057364
9684.0,-1.7920535769327601
9694.0,-1.7920902656970334
9704.0,-1.7910464833065785
9715.0,-1.7920712825518785
9725.0,-1.7929197349118773
9735.0,-1.793103337192539
9746.0,-1.7928033268401464
