t,CCO
2545.0,-1.7528058880581685
2555.0,-1.7529713700411627
2566.0,-1.7538971075866019
2576.0,-1.7541060753577407
2586.0,-1.754831633676572
2596.0,-1.7551220716024072
2607.0,-1.7560206081433105
2617.0,-1.7561632846057051
2627.0,-1.7565530713500848
2637.0,-1.7576026614922005
2648.0,-1.7582884518950899
2658.0,-1.7581642039882548
2668.0,-1.758505931847928
2678.0,-1.7598766519626658
2688.0,-1.760570786711742
2699.0,-1.7603618776448104
2709.0,-1.760403639300632
2719.0,-1.7621329834768285
2729.0,-1.7624572099507638
2740.0,-1.7624740210735064
2750.0,-1.7629155449106266
2760.0,-1.7640430940134455
2770.0,-1.7642973917788274
2781.0,-1.7646813427441563
2791.0,-1.7654337992023288
2801.0,-1.76589160735021
2811.0,-1.7662545565899466
2822.0,-1.7668550803312935
2832.0,-1.7677945892314473
2842.0,-1.7678372362064494
2852.0,-1.7683200383990694
2863.0,-1.7691900146967903
2873.0,-1.769415819868525
2883.0,-1.7700106603900592
2893.0,-1.7705953449662077
2904.0,-1.7714956639867596
2914.0,-1.771453160177642
2924.0,-1.7717979635111014
2934.0,-1.7731472079390886
2945.0,-1.772893831538971
2955.0,-1.774186459393735
2965.0,-1.7749082726461571
2975.0,-1.7747580884883125
2986.0,-1.7754149390977096
2996.0,-1.7758728037487321
3006.0,-1.7762219337211738
3016.0,-1.7768275051702946
3027.0,-1.7775987962697917
3037.0,-1.7780828017386403
3047.0,-1.7783813105407884
3057.0,-1.7785250275622695
3068.0,-1.7799249941437558
3078.0,-1.7800508956209011
3088.0,-1.7805769483222482
3098.0,-1.7809951159447093
3109.0,-1.7818439339298953
3119.0,-1.7816753034886827
3129.0,-1.783125773601606
3139.0,-1.7835798453453482
3150.0,-1.7835524152455327
3160.0,-1.7836828014879056
3170.0,-1.785291464170575
3180.0,-1.7858203807723207
3191.0,-1.7855586660455653
3201.0,-1.7866156092281538
3211.0,-1.7868392600518073
3222.0,-1.7872207298017642
3232.0,-1.7879525399320686
3242.0,-1.7883004617194445
3252.0,-1.7888199341487854
3262.0,-1.7891662256973042
3273.0,-1.7901344623719029
3283.0,-1.7901945127440428
3293.0,-1.790720416027379
3304.0,-1.7915469079961721
3314.0,-1.7918633878733212
3324.0,-1.7924170010887608
3334.0,-1.7923042687482151
3345.0,-1.7940214706641902
3355.0,-1.7936175052232335
3365.0,-1.7949147322581425
3375.0,-1.7953415081213997
3386.0,-1.7955283385337035
3396.0,-1.7963219922919555
3406.0,-1.7968256417544461
3416.0,-1.7970244767652437
3427.0,-1.7977995637166522
3437.0,-1.7981855285757953
3447.0,-1.7987309915401952
3457.0,-1.7991804640283044
3468.0,-1.800027894090205
3478.0,-1.8000885441653034
3488.0,-1.8007288978151397
3498.0,-1.8013240403125566
3509.0,-1.8021348777152133
3519.0,-1.8021640457394803
3529.0,-1.8022357169901901
3540.0,-1.8038320245026753
3550.0,-1.8035494756864394
3560.0,-1.804845545529776
3570.0,-1.8051984923483761
3581.0,-1.80537292106987
3591.0,-1.8060916786852217
3601.0,-1.8067509029907818
3611.0,-1.8069925239873348
3622.0,-1.8077108068791927
3632.0,-1.8081015553500488
3642.0,-1.808822976138414
3652.0,-1.808969652203804
3663.0,-1.8099854680734289
3673.0,-1.8099910382141686
3683.0,-1.8102006401274293
3693.0,-1.811550374456663
3704.0,-1.8117780534667955
3714.0,-1.8122203273068198
3724.0,-1.8127514241380218
3734.0,-1.8134359151702502
3745.0,-1.8134798131929757
3755.0,-1.8143572799406738
3765.0,-1.8146840895089502
3776.0,-1.8151686604399007
3786.0,-1.8154993204451364
3796.0,-1.8166479843952519
3806.0,-1.816627143544007
3817.0,-1.817350413562885
3827.0,-1.8178361518360482
3837.0,-1.8184258592811788
3847.0,-1.8186297681392514
3858.0,-1.8196647095332723
3868.0,-1.81966268851756
3878.0,-1.8200564834733621
3888.0,-1.821174577607933
3899.0,-1.8215892657883561
3909.0,-1.8219258156437272
3919.0,-1.8222178875347579
3930.0,-1.823069900915244
3940.0,-1.822804109269424
3950.0,-1.8244320695556175
3960.0,-1.8246005731868118
3971.0,-1.8246242491977054
3981.0,-1.8253317091873416
3991.0,-1.825908091044273
4001.0,-1.8260241291634012
4012.0,-1.8255767721595482
4022.0,-1.827104887565508
4032.0,-1.8279072454435794
4042.0,-1.8286017272907418
4053.0,-1.8293115541909584
4063.0,-1.8300774106925477
4073.0,-1.8308644786237485
4084.0,-1.8316663400577007
4094.0,-1.8324980266948296
4104.0,-1.8333196952247335
4114.0,-1.8334956588003928
4125.0,-1.8348307663356054
4135.0,-1.8351977396209957
4145.0,-1.835762202347792
4156.0,-1.83659493093664
4166.0,-1.83669528435026
4176.0,-1.8368585284272085
4186.0,-1.8381667709456906
4197.0,-1.83778620559419
4207.0,-1.838694288254492
4217.0,-1.8385552991052008
4227.0,-1.8395522015075807
4238.0,-1.8387397125079423
4248.0,-1.8405289556496902
4258.0,-1.840265297966028
4269.0,-1.8405546643716972
4279.0,-1.8411849022668425
4289.0,-1.8417216851092126
4299.0,-1.8417665892563624
4310.0,-1.842635640057052
4320.0,-1.8428879525186699
4330.0,-1.8435672100488751
4340.0,-1.8438470852895457
4351.0,-1.844718443053902
4361.0,-1.8448396730717689
4371.0,-1.844982547082885
4382.0,-1.8463046571720423
4392.0,-1.8461845103997283
4402.0,-1.847324582092883
4412.0,-1.8471276383716138
4423.0,-1.8481503520077203
4433.0,-1.8479009829213295
4443.0,-1.8496718907771899
4454.0,-1.8492592363835718
4464.0,-1.849975878093382
4474.0,-1.850395572590585
4484.0,-1.8502735964435348
4495.0,-1.8515468796005208
4505.0,-1.8517952102243995
4515.0,-1.8523451160309483
4525.0,-1.852053112156627
4536.0,-1.8537356286991797
4546.0,-1.853477295285066
4556.0,-1.854083255376956
4567.0,-1.8539613090603329
4577.0,-1.8556485720557034
4587.0,-1.8557031973351203
4597.0,-1.8558615038321076
4608.0,-1.856604615508537
4618.0,-1.8562602542290292
4628.0,-1.8580828807046594
4638.0,-1.8578101291784015
4649.0,-1.85850739060325
4659.0,-1.8584759668185349
4669.0,-1.8588001513168744
4680.0,-1.8598262094870908
4690.0,-1.860081373771388
4700.0,-1.8605205938577445
4711.0,-1.861215072681472
4721.0,-1.8612652291656844
4731.0,-1.8616703910204926
4741.0,-1.862251232147173
4752.0,-1.8621159945837453
4762.0,-1.8640025100015636
4772.0,-1.8636073064147136
4782.0,-1.8638231357498012
4793.0,-1.8645932456493508
4803.0,-1.8640800136561972
4813.0,-1.865880808403965
4824.0,-1.8655356180593496
4834.0,-1.8660207321130524
4844.0,-1.8664119156065262
4854.0,-1.8663772270762535
4865.0,-1.8674346629209293
4875.0,-1.8675898477495783
4885.0,-1.8680643524096456
4895.0,-1.8679385167064153
4906.0,-1.8691222071449465
4916.0,-1.8690446364587818
4926.0,-1.8694582787714316
4937.0,-1.8693655310982467
4947.0,-1.8711324867806343
4957.0,-1.8706966421184308
4967.0,-1.8709725864978226
4978.0,-1.8713650696177484
4988.0,-1.8717064263116185
4998.0,-1.8728688501075594
5009.0,-1.8725359990979333
5019.0,-1.8731980204491352
5029.0,-1.8725870153385453
5040.0,-1.874474188890426
5050.0,-1.874085575129798
5060.0,-1.8746094179486477
5070.0,-1.8749720226512894
5081.0,-1.8755730104563177
5091.0,-1.8755948342731696
5101.0,-1.8759110661043725
5111.0,-1.876272862980916
5122.0,-1.8761588747906779
5132.0,-1.8778707130213887
5142.0,-1.87735932234189
5153.0,-1.8779314919184953
5163.0,-1.8780340786514116
5173.0,-1.8783579659055858
5183.0,-1.8793894331595313
5194.0,-1.8791746024531786
5204.0,-1.8798214767983807
5214.0,-1.8790359997634167
5224.0,-1.8811233297815713
5235.0,-1.8809527832866777
5245.0,-1.881213050734193
5255.0,-1.8820474091646582
5266.0,-1.8820602690683501
5276.0,-1.8822899074889654
5286.0,-1.8825209812506902
5296.0,-1.8829768345225935
5307.0,-1.882842989165058
5317.0,-1.884145906998118
5327.0,-1.8838998165170653
5338.0,-1.8846626650741232
5348.0,-1.8835785054619967
5358.0,-1.885082087438279
5368.0,-1.8857386512026966
5379.0,-1.8853213442445962
5389.0,-1.8858460665268808
5399.0,-1.8856285682398433
5409.0,-1.8870245739207063
5420.0,-1.8865902712460785
5430.0,-1.8869951094171074
5440.0,-1.8879763415315702
5451.0,-1.8880125590672836
5461.0,-1.8879973270384494
5471.0,-1.8881907690382482
5481.0,-1.888864619045434
5492.0,-1.8889582237017806
5502.0,-1.8897654859006774
5512.0,-1.8894972073383076
5523.0,-1.8907399892217331
5533.0,-1.8887781582014223
5543.0,-1.8915925371262163
5553.0,-1.8911327264797053
5564.0,-1.8909321894665012
5574.0,-1.8916468825729658
5584.0,-1.8906041570496905
5594.0,-1.892583673824804
5605.0,-1.8921517960140488
5615.0,-1.8924412435424929
5625.0,-1.8923498589780405
5636.0,-1.893280430505536
5646.0,-1.8929861550050597
5656.0,-1.8931134175834368
5666.0,-1.89370182086864
5677.0,-1.8931628927197213
5687.0,-1.8945044150143708
5697.0,-1.8939964751456797
5708.0,-1.8948354935643412
5718.0,-1.8934479076970192
5728.0,-1.8951319339815929
5738.0,-1.8952620038071908
5749.0,-1.8949288359595469
5759.0,-1.8958055392417732
5769.0,-1.894349381943036
5780.0,-1.8962746783738993
5790.0,-1.8958806833189736
5800.0,-1.8962673138542703
5810.0,-1.896446342130424
5821.0,-1.8969519856838706
5831.0,-1.8966842879866375
5841.0,-1.896754091582051
5852.0,-1.8958438249480727
5862.0,-1.8977715511453883
5872.0,-1.897982151003387
5882.0,-1.8976384123023826
5893.0,-1.8982285547362436
5903.0,-1.8969914383377082
5913.0,-1.8987404803889025
5924.0,-1.8982631500842828
5934.0,-1.8983585300626877
5944.0,-1.8987359097038858
5955.0,-1.8993390078549597
5965.0,-1.8990089721745058
5975.0,-1.8990431407361852
5985.0,-1.8992508988246786
5996.0,-1.899583745839205
6006.0,-1.9001488085462335
6016.0,-1.8996398477403342
6027.0,-1.900323623161497
6037.0,-1.8992159363031624
6047.0,-1.9007273248339138
6057.0,-1.900620985851537
6068.0,-1.9004327923276934
6078.0,-1.9008623735317056
6088.0,-1.8995482158708912
6098.0,-1.901763981422755
6109.0,-1.9007079452805407
6119.0,-1.9009880457135115
6129.0,-1.9002014930271
6140.0,-1.9020859684515647
6150.0,-1.9013641058380344
6160.0,-1.9012931304038676
6170.0,-1.901981852717605
6181.0,-1.90176783886818
6191.0,-1.9021447953880322
6201.0,-1.901773355321763
6212.0,-1.9021897983472613
6222.0,-1.9009168212555536
6232.0,-1.9030308154938735
6243.0,-1.9023110327153048
6253.0,-1.9028392654037922
6263.0,-1.9020485337493118
6273.0,-1.9018457814979457
6284.0,-1.903211380567274
6294.0,-1.9027914484707873
