,t,HbO2,HHb,SaO2sup,P_a,temp,CCO,Hbdiff,HbT
0,0.0,0.0,0.0,0.9107494564126114,32.95635491912986,38.436549930364414,0.0,0.0,0.0
1,11.0,0.05421632067265025,-0.06902106469314351,0.9138415106635768,33.35109782621728,38.43906835418429,-0.006002592785595784,0.12323738536579376,-0.014804744020493255
2,21.0,0.1084397297695362,-0.13767976078875854,0.9168738422451714,33.734584314970846,38.44131391872976,-0.012293956342675605,0.24611949055829474,-0.029240031019222346
3,31.000000000000004,0.16230238973990685,-0.20557885342389048,0.9198162710071174,34.10551875372883,38.44321038796364,-0.018890128985080246,0.36788124316379733,-0.043276463683983635
4,41.0,0.2154506443530676,-0.2723390189259016,0.9226403042726907,34.46259780091097,38.44468316916533,-0.025804218229220188,0.4877896632789692,-0.05688837457283402
5,51.0,0.26755108480862044,-0.33760465322600974,0.9253197124758101,34.804514068266016,38.445660974312695,-0.03304554638975632,0.6051557380346302,-0.0700535684173893
6,62.00000000000001,0.3182960399256509,-0.40104907746136664,0.9278310511805751,35.12996333550568,38.44607749249883,-0.040618853105791164,0.7193451173870176,-0.08275303753571572
7,72.0,0.36740836341393124,-0.4623790246878243,0.930154115782094,35.437655397056176,38.445873034662235,-0.04852358307417792,0.8297873881017556,-0.09497066127389309
8,82.0,0.4146454180422839,-0.5213383185644842,0.9322723173536838,35.726328473784974,38.44499611066401,-0.05675328473032537,0.935983736606768,-0.10669290052220032
9,92.0,0.45980218549301843,-0.5777106837649513,0.9341729705771371,35.99476696794719,38.4434048983918,-0.0652951420800445,1.0375128692579696,-0.11790849827193284
10,102.0,0.5027134604282429,-0.631321657135737,0.9358474873629045,36.24182218250907,38.44106856516273,-0.07412965753701717,1.1340351175639798,-0.12860819670749402
11,112.0,0.5432551165995103,-0.6820395969430357,0.9372914725351948,36.46643547236958,38.437968403278624,-0.08323049867438104,1.225294713542546,-0.13878448034352542
12,123.00000000000001,0.5813444606819109,-0.7297758138886412,0.9385047207337781,36.66766315151999,38.434098744182236,-0.09256451646442176,1.3111202745705521,-0.1484313532067303
13,133.0,0.6169397149875506,-0.7744838710874682,0.9394911163951203,36.84470235377631,38.42946761928125,-0.10209193705651676,1.3914235860750188,-0.15754415609991756
14,143.0,0.650038692457447,-0.8161581201595531,0.9402584412593368,36.99691694206336,38.42409714013624,-0.1117667236244273,1.4661968126170002,-0.16611942770210608
15,153.0,0.6806767455890826,-0.8548315564332445,0.9408180962535756,37.12386248809214,38.41802357631654,-0.1215370994858831,1.5355083020223272,-0.17415481084416184
16,163.0,0.7089240846587551,-0.8905730876662481,0.9411847467773973,37.225309305341746,38.411297115756774,-0.1313462187297152,1.599497172325003,-0.18164900300749298
17,173.0,0.7348825694395376,-0.923484317653595,0.941375902313476,37.30126251786374,38.40398129981451,-0.1411329661201952,1.6583668870931325,-0.1886017482140574
18,184.0,0.7586820825954466,-0.9536959488633661,0.9414114428599185,37.35197819033589,38.3961521333227,-0.15083286419693365,1.7123780314588126,-0.1950138662679195
19,194.0,0.780476592352011,-0.9813639072272967,0.9413131058803317,37.377974636057246,38.387896878601374,-0.16037906236081012,1.7618404995793076,-0.20088731487528577
20,204.0,0.8004400074895022,-1.0066652878337985,0.9411039482475403,37.38003816315311,38.37931255145583,-0.16970338047416345,1.8071052953233007,-0.20622528034429632
21,214.0,0.8187619200065352,-1.029794212934708,0.9408077979788467,37.35922271492322,38.37050414641769,-0.1787373782787498,1.8485561329412432,-0.21103229292817272
22,224.0,0.8356433209480326,-1.0509576838958883,0.9404487104041821,37.316843099602224,38.361582627616556,-0.1874134218855792,1.886601004843921,-0.21531436294785566
23,235.00000000000003,0.8512923639119213,-1.0703714972283953,0.9400504427713504,37.25446176968055,38.35266273039817,-0.1956657197458156,1.9216638611403165,-0.219079133316474
24,245.00000000000003,0.8659202395868325,-1.088256282554968,0.9396359601915165,37.17386937712077,38.343860626770315,-0.20343130276982957,1.9541765221418004,-0.22233604296813547
25,255.00000000000003,0.8797372141103491,-1.1048337082461668,0.9392269843033658,37.07705957456147,38.33529151454675,-0.21065092642346173,1.9845709223565158,-0.22509649413581767
26,265.0,0.8929488746828144,-1.1203228893310722,0.9388435941565859,36.96619873602883,38.32706719520508,-0.2172698764452461,2.0132717640138864,-0.2273740146482578
27,275.0,0.9057526181695775,-1.1349370228152296,0.9385038866860687,36.84359142408596,38.31929370848624,-0.22323866402385173,2.040689640984807,-0.22918440464565204
28,285.0,0.9183344126471717,-1.148880268236972,0.9382237018917077,36.71164253256417,38.31206909218025,-0.2285136005874615,2.0672146808841436,-0.23054585558980034
29,296.0,0.9308658580852602,-1.1623448865056238,0.9380164155876148,36.57281709135261,38.30548133302353,-0.23305724655990656,2.093210744590884,-0.2314790284203636
30,306.0,0.9435015704976126,-1.1755086478981442,0.9378928004614161,36.429598743256555,38.299606569062924,-0.23683873236200625,2.119010218395757,-0.2320070774005316
31,316.0,0.9563769136016634,-1.1885325203474504,0.9378609542790893,36.28444790400171,38.29450759541569,-0.23983395346385405,2.1449094339491137,-0.23215560674578695
