,t,HbO2,HHb,SaO2sup,P_a,temp,CCO,Hbdiff,HbT
0,0.0,0.0,0.0,0.9999999999766445,47.72098030808476,38.389716943825796,0.0,0.0,0.0
1,10.0,0.03397278113636304,-0.011694793111569735,0.9999999999768651,47.88519441357334,38.39035196328552,0.006042453953123639,0.045667574247932774,0.022277988024793305
2,20.0,0.06750178542134044,-0.023330239871789504,0.9999999999770924,48.05096090283073,38.390989104208856,0.011921864599264032,0.09083202529312995,0.04417154554955094
3,30.000000000000004,0.10015710688474266,-0.03479787333387685,0.9999999999773191,48.21629018306665,38.39162738226111,0.017546799943453983,0.1349549802186195,0.06535923355086581
4,41.0,0.131531636690577,-0.04599732511984267,0.9999999999775386,48.37923276611864,38.39226607742449,0.022831427497989054,0.17752896181041966,0.08553431157073432
5,51.0,0.1612495243837797,-0.056838404797096787,0.9999999999777449,48.537915850548586,38.39290473942049,0.027697336614504797,0.2180879291808765,0.10441111958668292
6,61.00000000000001,0.18897367687468813,-0.06724284515205259,0.9999999999779337,48.690577558358854,38.393543185068275,0.03207514027247682,0.2562165220267407,0.12173083172263555
7,71.0,0.21441208545260082,-0.07714566080980345,0.9999999999781007,48.83559805910156,38.3941814875345,0.03590580969760526,0.29155774626240427,0.13726642464279737
8,81.0,0.23732281114893405,-0.08649608070936166,0.9999999999782423,48.97152691549935,38.39481995772272,0.03914170310110743,0.3238188918582957,0.1508267304395724
9,91.0,0.2575175052000507,-0.09525803002109623,0.9999999999783554,49.09710610401824,38.39545911833649,0.04174725943234203,0.3527755352211469,0.16225947517895445
10,102.0,0.27486339235594004,-0.1034101535552624,0.9999999999784389,49.21128829354071,38.396099671414454,0.0436993391140561,0.37827354591120244,0.17145323880067764
11,112.0,0.2892836982098257,-0.11094538971950896,0.9999999999784934,49.3132500974376,38.39674246036362,0.04498720591977201,0.40022908792933465,0.17833830849031673
12,122.00000000000001,0.30075655540393287,-0.11787012076486769,0.9999999999785224,49.40240014289227,38.397388427700214,0.045612156958250605,0.41862667616880056,0.18288643463906518
13,132.0,0.30931247543957285,-0.12420294067756343,0.999999999978531,49.47838192440952,38.39803856984022,0.0455868205743839,0.4335154161171363,0.18510953476200942
14,142.0,0.31503052097738005,-0.12997309609310237,0.9999999999785253,49.541071528061195,38.39869389036355,0.0449341542739925,0.4450036170704824,0.18505742488427768
15,152.0,0.3180333561639137,-0.1352186676065431,0.9999999999785111,49.590570431513406,38.39935535320887,0.04368618597064544,0.4532520237704568,0.1828146885573706
16,163.0,0.31848138799121983,-0.13998456837511142,0.9999999999784923,49.6271937014045,38.400023837241065,0.04188255139730468,0.45846595636633125,0.17849681961610842
17,173.0,0.31656623849973675,-0.14432044343656436,0.9999999999784707,49.651454019929105,38.40070009357228,0.039568887921664686,0.4608866819363011,0.1722457950631724
18,183.0,0.31250380458255034,-0.14827855622666286,0.9999999999784462,49.664042070473194,38.40138470690922,0.036795149832968166,0.4607823608092132,0.16422524835588748
19,193.0,0.3065271684636808,-0.15191174809575236,0.9999999999784178,49.665803891261476,38.402078062049306,0.03361391214596021,0.45843891655943314,0.1546154203679284
20,203.0,0.29887961731234114,-0.15527155217125377,0.9999999999783832,49.65771586063469,38.40278031646103,0.030078728965084345,0.4541511694835949,0.14360806514108737
21,213.0,0.28980801512809196,-0.15840653486441314,0.9999999999783394,49.640858005589415,38.40349137966857,0.02624260848759752,0.4482145499925051,0.13140148026367882
22,224.0,0.2795567446961602,-0.16136092699515214,0.9999999999782843,49.616386329163,38.40421089992879,0.0221566599549452,0.44091767169131235,0.11819581770100807
23,234.00000000000003,0.2683624032591707,-0.16417359236554152,0.9999999999782161,49.585504838388886,38.404938258449654,0.017868958584534855,0.43253599562471223,0.10418881089362919
24,244.00000000000003,0.25644939420059787,-0.1668773652531924,0.9999999999781336,49.5494379304586,38.405672571163414,0.01342366316793675,0.4233267594537903,0.08957202894740546
25,254.00000000000003,0.24402651043553503,-0.16949877044240924,0.9999999999780365,49.50940376673243,38.40641269784449,0.008860408167774114,0.41352528087794427,0.07452773999312579
26,264.0,0.23128455553140892,-0.1720581208587203,0.999999999977925,49.466589234821576,38.40715725815603,0.0042139784237713585,0.4033426763901292,0.05922643467268862
27,274.0,0.21839499815072028,-0.1745699694662569,0.9999999999778011,49.42212706544151,38.40790465402568,-0.0004857393399706478,0.3929649676169772,0.04382502868446336
28,285.0,0.20550960658890238,-0.17704387470748306,0.999999999977667,49.37707562656253,38.40865309759308,-0.00521354745923075,0.38255348129638544,0.02846573188141932
29,295.0,0.19276096529539632,-0.17948542328852823,0.9999999999775242,49.33240185468832,38.40940064384414,-0.009948502301601936,0.37224638858392456,0.01327554200686809
30,305.0,0.18026373649068317,-0.18189744136195296,0.9999999999773742,49.28896769479443,38.41014522695093,-0.014673295435099654,0.36216117785263613,-0.0016337048712697921
31,315.0,0.16811649927125183,-0.18428131586067664,0.9999999999772179,49.247520302743084,38.410884699275876,-0.01937350146853789,0.35239781513192847,-0.016164816589424813
32,325.0,0.15640397756496194,-0.18663834250933442,0.999999999977057,49.208686119322316,38.41161687197252,-0.024036748574495892,0.34304232007429636,-0.030234364944372483
33,335.0,0.14519945819259394,-0.18897101634806412,0.9999999999768933,49.17296876301849,38.41233955612223,-0.028651870099069443,0.33417047454065807,-0.04377155815547018
34,346.0,0.1345672018024513,-0.1912841846785207,0.9999999999767284,49.14075052320199,38.41305060338242,-0.0332080947098683,0.325851386480972,-0.05671698287606941
35,356.0,0.12456466259006671,-0.19358599108324215,0.9999999999765642,49.1122970812345,38.41374794518561,-0.03769432824907115,0.31815065367330886,-0.06902132849317544
36,366.0,0.1152443567514485,-0.1958885521061614,0.9999999999764022,49.08776495726748,38.4144296296163,-0.04209857309124376,0.3111329088576099,-0.0806441953547129
37,376.0,0.10665525307693091,-0.19820832451209436,0.9999999999762447,49.06721108584519,38.415093855201995,-0.04640752082249566,0.30486357758902527,-0.09155307143516345
38,386.0,0.09884359989983338,-0.2005661397323637,0.9999999999760941,49.050603870792905,38.415739000980096,-0.050606342098781676,0.2994097396321971,-0.10172253983253032
39,396.0,0.09185314821008417,-0.20298690198792424,0.9999999999759531,49.037835061593775,38.41636365234036,-0.05467868436292456,0.2948400501980084,-0.11113375377784007
40,407.0,0.08572477816069579,-0.20549896644844368,0.9999999999758235,49.02873182739704,38.41696662228621,-0.058606874511657026,0.29122374460913947,-0.11977418828774788
41,417.0,0.08049558217906894,-0.20813323246124482,0.9999999999757064,49.0230684754261,38.417546967901046,-0.062372310420755195,0.28862881464031376,-0.12763765028217589
42,427.0,0.07619749916020702,-0.21092200331262223,0.9999999999756024,49.02057736077387,38.41810400194159,-0.06595601325544886,0.28711950247282925,-0.13472450415241521
43,437.0,0.07285562782992505,-0.2138976772657808,0.9999999999755115,49.02095865754648,38.41863729960228,-0.06933930246647457,0.28675330509570585,-0.14104204943585574
44,447.0,0.07048637111249301,-0.2170913440129486,0.9999999999754341,49.0238888004374,38.41914670059722,-0.07250454793517314,0.2875777151254416,-0.1466049729004556
45,457.00000000000006,0.06909557597777694,-0.22053136564824982,0.9999999999753716,49.02902755244614,38.41963230678759,-0.07543594930312869,0.28962694162602676,-0.1514357896704729
46,468.00000000000006,0.06867683456373763,-0.2242420215897286,0.999999999975325,49.036023796472314,38.420094475640646,-0.07812029124266662,0.29291885615346624,-0.15556518702599098
47,478.00000000000006,0.06921010305949649,-0.2282422927239236,0.9999999999752949,49.04452027220044,38.42053380984565,-0.08054762517414993,0.2974523957834201,-0.15903218966442711
48,488.00000000000006,0.07066077622395861,-0.23254485194319818,0.9999999999752812,49.05415757283024,38.42095114343582,-0.08271183241308266,0.3032056281671568,-0.16188407571923957
49,498.00000000000006,0.07297932916706174,-0.23715531692906777,0.9999999999752841,49.064577769417824,38.42134752477674,-0.08461103053351504,0.3101346460961295,-0.16417598776200604
50,508.00000000000006,0.07610160586701342,-0.24207180726603694,0.999999999975304,49.07542803821906,38.42172419678431,-0.08624779341996569,0.31817341313305036,-0.16597020139902352
51,519.0,0.07994979752093778,-0.2472848324476099,0.9999999999753415,49.086364628900185,38.42208257473047,-0.08762916559160572,0.3272346299685477,-0.16733503492667212
52,529.0,0.08443411487468389,-0.2527775207146252,0.9999999999753971,49.097057436723944,38.422424221985175,-0.08876646246132514,0.3372116355893091,-0.16834340583994134
53,539.0,0.08945511880797863,-0.25852618161794527,0.9999999999754711,49.1071953427638,38.42275082403109,-0.08967485977289558,0.3479813004259239,-0.16907106280996664
54,549.0,0.09490663435655922,-0.2645011784356477,0.9999999999755625,49.11649237605903,38.42306416107682,-0.09037278706115992,0.3594078127922069,-0.16959454407908847
55,559.0,0.1006791367673947,-0.270668070853744,0.99999999997567,49.12469464072904,38.4233660795898,-0.09088115110678574,0.3713472076211387,-0.1699889340863493
56,569.0,0.10666346587332942,-0.2769889744339791,0.9999999999757905,49.13158784647916,38.42365846307371,-0.09122242550024717,0.3836524403073085,-0.17032550856064965
57,580.0,0.11275469878429645,-0.2834240721361625,0.9999999999759207,49.13700518761447,38.423943202428816,-0.09141965107577521,0.39617877092045894,-0.17066937335186605
58,590.0,0.11885599223561316,-0.2899332052177175,0.9999999999760583,49.14083523779475,38.42422216625512,-0.09149539862516964,0.40878919745333064,-0.17107721298210432
59,600.0,0.12488219626760433,-0.2964774666467962,0.9999999999762009,49.143029468851466,38.42449717148646,-0.09147074950259038,0.4213596629144005,-0.17159527037919187
60,610.0,0.13076304125964588,-0.3030207198997198,0.9999999999763465,49.143608963647544,38.42476995477401,-0.09136435112455477,0.4337837611593657,-0.1722576786400739
61,620.0,0.13644571134227412,-0.30953096958377,0.9999999999764931,49.14266987385182,38.42504214506678,-0.09119160272201765,0.44597668092604414,-0.1730852582414959
62,630.0,0.14189663900577942,-0.3159815174648414,0.9999999999766387,49.14038717082974,38.4253152378621,-0.0909640219361092,0.4578781564706208,-0.17408487845906195
63,641.0,0.14710238779130247,-0.3223518477708317,0.9999999999767801,49.13701625031916,38.42559057161806,-0.09068883506095737,0.46945423556213417,-0.17524945997952923
64,651.0,0.1520695309838831,-0.3286281985405345,0.9999999999769149,49.13289198065467,38.425869306832126,-0.0903688232028983,0.4806977295244176,-0.1765586675566514
65,661.0,0.15682348218645803,-0.33480379066696286,0.9999999999770417,49.12842483322148,38.426152408293255,-0.09000244380147504,0.4916272728534209,-0.17798030848050483
66,671.0,0.16140628597937656,-0.3408787025066755,0.9999999999771605,49.124093806136095,38.42644063100817,-0.08958423246683078,0.5022849884860521,-0.17947241652729895
67,681.0,0.16587343073084337,-0.34685939487149275,0.9999999999772713,49.12043595122027,38.42673451028193,-0.08910547470239116,0.5127328256023361,-0.18098596414064938
68,691.0,0.17028979812307066,-0.3527579082272537,0.9999999999773748,49.11803244229511,38.427034356395836,-0.08855512169269675,0.5230477063503244,-0.18246811010418307
