,t,HbO2,HHb,SaO2sup,P_a,temp,CCO,Hbdiff,HbT
0,0.0,0.0,0.0,0.9999955799999999,41.25383122693574,38.94861193014216,0.0,0.0,0.0
1,11.0,-0.01812446335111334,0.026535300045639865,0.9999955772436511,41.27481899969251,38.94930217948762,-0.003986515278212366,-0.044659763396753205,0.008410836694526524
2,21.0,-0.036363365693198424,0.05321304487432732,0.9997402619687402,41.297927360022804,38.95002055171811,-0.007975254740523935,-0.08957641056752574,0.016849679181128896
3,31.000000000000004,-0.05470065477700553,0.07997191490914801,0.9994712006436278,41.32246110427049,38.95075144546353,-0.011951051224067338,-0.13467256968615354,0.02527126013214248
4,41.0,-0.07311758778141458,0.10674893917045569,0.9991850141933196,41.3477006372621,38.951476958843,-0.015899868939554473,-0.17986652695187028,0.03363135138904111
5,52.0,-0.09159169838355102,0.13347891312753202,0.9988788065708912,41.3729155557294,38.952176953701816,-0.01980894264516936,-0.22507061151108304,0.041887214743980994
6,62.00000000000001,-0.11009594561120478,0.16009397996716945,0.9985502788119818,41.39737799146629,38.952829159681,-0.023666901172722132,-0.27018992557837423,0.04999803435596467
7,72.0,-0.1285980942589578,0.186523424238477,0.998197828079949,41.42037543180454,38.953409318395614,-0.027463876159933925,-0.3151215184974348,0.05792532997951921
8,82.0,-0.1470603658573266,0.212693715707033,0.9978206285607663,41.44122277762808,38.95389136708023,-0.031191596463516352,-0.3597540815643596,0.0656333498497064
9,92.0,-0.16543938636653968,0.23852882758103533,0.9974186915663192,41.459273445769824,38.95424766010351,-0.03484346817949169,-0.403968213947575,0.07308944121449565
10,103.0,-0.18368644253885635,0.2639508377252371,0.9969929027947488,41.4739293697384,38.95444922578892,-0.038414639531996836,-0.44763728026409344,0.08026439518638073
11,113.0,-0.20174804397468787,0.2888808049503342,0.9965450353630736,41.484649796515676,38.95446605503778,-0.041902049187426765,-0.49062884892502207,0.08713276097564632
12,123.00000000000001,-0.21956677306758918,0.31323989598865243,0.99607773795341,41.490958815209815,38.95426741736195,-0.04530445590105692,-0.5328066690562416,0.09367312292106325
13,133.0,-0.2370823911062701,0.3369507234268698,0.995594498179052,41.492451584926364,38.95382219912204,-0.04862244690031728,-0.5740331145331399,0.09986833232059972
14,144.0,-0.25423315660391804,0.3599388417247189,0.9950995820560307,41.488799253926935,38.95309925805483,-0.05185842212835759,-0.6141719983286369,0.10570568512080086
15,154.0,-0.2709573022319155,0.38213433845433276,0.9945979512305709,41.47975257875453,38.95206778758202,-0.055016551469185965,-0.6530916406862483,0.11117703622241726
16,164.0,-0.2871946101541061,0.40347345179143,0.994095160328217,41.4651442594258,38.9506976839435,-0.05810270239827264,-0.6906680619455361,0.11627884163732394
17,174.0,-0.30288802239177093,0.42390014351131944,0.9935972374155986,41.444890006106604,38.948959908917175,-0.06112433619496041,-0.7267881659030904,0.12101212111954851
18,184.0,-0.3179852230262745,0.4433675592908286,0.993110551059828,41.418988347509135,38.94682684079373,-0.06409037193274264,-0.7613527823171031,0.12538233626455408
19,195.0,-0.3324401321769525,0.4618393144861237,0.9926416678037445,41.387519185529996,38.94427260638403,-0.06701101887196398,-0.7942794466630763,0.1293991823091712
20,205.0,-0.3462142572288298,0.47929055283001976,0.9921972040395728,41.35064109648005,38.941273387153075,-0.0698975794612004,-0.8255048100588496,0.13307629560118994
21,215.0,-0.3592778541839743,0.49570873661049797,0.9917836762722411,41.30858737739284,38.93780769309687,-0.07276222669416299,-0.8549865907944723,0.13643088242652368
22,225.0,-0.37161086080862565,0.5110941389263939,0.99140735364184,41.26166083808405,38.93385659869854,-0.07561776086984298,-0.8827049997350196,0.13948327811776823
23,236.00000000000003,-0.3832035730477933,0.5254600208962628,0.9910741163499804,41.21022734921495,38.929403936204686,-0.07847735174021303,-0.908663593944056,0.14225644784846947
24,246.00000000000003,-0.3940570465947117,0.5388324887616949,0.9907893233319173,41.15470817618362,38.92443644253217,-0.08135427256209962,-0.9328895353564066,0.14477544216698318
25,256.0,-0.40418321612355224,0.5512500373072284,0.9905576921560995,41.09557115765734,38.91894385731733,-0.08426163271919404,-0.9554332534307807,0.1470668211836762
26,266.0,-0.4136047350659814,0.5627627965677227,0.9903831937323893,41.03332082288801,38.912918970910304,-0.08721211541038967,-0.976367531633704,0.14915806150174127
27,277.0,-0.42235454844934034,0.5734315081069385,0.9902689639831853,40.96848758093504,38.9063576224387,-0.09021772651262247,-0.9957860565562788,0.1510769596575982
28,287.0,-0.43047521976599024,0.5833262650278503,0.9902172341886895,40.901616156720685,38.89925864935271,-0.09328956023756543,-1.0138014847938406,0.1528510452618601
29,297.0,-0.43801803979868403,0.5925250562436672,0.9902292812665491,40.83325349277249,38.8916237910546,-0.0964375867049328,-1.0305430960423512,0.15450701644498321
30,307.0,-0.44504195066109076,0.6011121604262608,0.9903053987929593,40.76393637867869,38.88345755025695,-0.09967046609923566,-1.0461541110873516,0.15607020976517005
31,317.0,-0.4516123220266726,0.6091764385157741,0.9904448891212977,40.694179108024564,38.87476701657196,-0.10299539368122318,-1.0607887605424466,0.15756411648910146
32,328.0,-0.4577996186374921,0.6168095757250502,0.9906460765087262,40.624461491217595,38.86556165749012,-0.10641797959055532,-1.0746091943625422,0.15900995708755816
33,338.0,-0.46367799871524207,0.6241043244818001,0.9909063407236846,40.555217570888416,38.85585308236036,-0.10994216706192106,-1.0877823231970423,0.16042632576655802
34,348.0,-0.4693238818782541,0.6311527984748442,0.9912221701807128,40.48682539385671,38.84565478525098,-0.11357019227857293,-1.1004766803530983,0.1618289165965901
35,358.0,-0.4748145227473307,0.6380448646432515,0.991589233237159,40.41959818772118,38.834981872679364,-0.11730258845228998,-1.112859387390582,0.16323034189592078
36,369.0,-0.48022662288952006,0.6448666744488096,0.992002465893918,40.35377726766111,38.82385078217842,-0.12113823570126526,-1.1250932973383296,0.16464005155928957
37,379.0,-0.4856350094842758,0.6516993682816374,0.9924561737761178,40.289526958510336,38.81227899753987,-0.1250744568334909,-1.1373343777659133,0.16606435879736164
38,389.0,-0.49111140447275486,0.6586179779025252,0.9929441459387373,40.22693176044302,38.800284766345655,-0.12910715731019984,-1.14972938237528,0.16750657342977032
39,399.0,-0.4967233032602108,0.6656905422339849,0.9934597777585114,40.165995917699384,38.78788682506701,-0.133231005677249,-1.1624138454941957,0.16896723897377414
40,409.0,-0.5025329774992968,0.6729774424516761,0.993996199952326,40.106645472690396,38.77510413657676,-0.1374396488840227,-1.175510419950973,0.1704444649523793
41,420.0,-0.5085966122600726,0.6805309539157345,0.9945464106211448,40.048732805730545,38.76195564439183,-0.14172595538115798,-1.1891275661758072,0.1719343416556619
42,430.0,-0.5149635841176867,0.6883950054502743,0.9951034071729369,39.99204357641595,38.748460047356936,-0.14608227781537794,-1.203358589567961,0.1734314213325876
43,440.0,-0.5216758834178084,0.6966051309735524,0.995660315034708,39.93630589938991,38.73463559781762,-0.15050072653800653,-1.2182810143913607,0.17492924755574402
