temp,CCO,HbO2,HHb,P_a,SaO2sup,t
38.390173131115354,-1.4164731075888235,-3.643312034108855,0.9326185536323556,47.8078421875,1.0,0.0
38.391003492827146,-1.401341178827996,-3.5642011790616768,0.9074520291873192,48.1702291187739,1.0,10.0
38.39181470914317,-1.3861912757158554,-3.4864487892975924,0.8825639186987406,45.35079296875,1.0,20.0
38.392592169691966,-1.3713912681642202,-3.412303483118216,0.8585799447182021,48.6269636363636,1.0,30.0
38.393323708129,-1.3573451667306144,-3.3439277802947562,0.8361254593639498,51.442890551181094,1.0,41.0
38.394000664159925,-1.3444903665521342,-3.2833274070127643,0.8158078602232572,47.9531417322835,1.0,51.0
38.39461859960932,-1.3332864773588886,-3.2322813617264883,0.7981948162780077,48.87369296875,1.0,61.0
38.39517760605393,-1.3241954074142486,-3.192274319639524,0.7837890594426891,52.0933571428572,1.0,71.0
38.395682195628986,-1.3176538544128509,-3.1644336596153737,0.773001321717316,48.6549102362205,1.0,81.0
38.39614081631151,-1.314040632003213,-3.1494738020063786,0.7661233948113009,48.4813948412698,1.0,91.0
38.39656507092138,-1.3136421428172125,-3.1476507140459744,0.7633033147348077,46.150925,1.0,102.0
38.39696874096769,-1.3166197168203306,-3.1587295402605085,0.7645245419680544,50.087727777777786,1.0,112.0
38.397366721296045,-1.32298248608518,-3.1819684328670603,0.7695909296637216,53.3814790322581,1.0,122.0
38.39777396197803,-1.3325690379577806,-3.2161216974860487,0.7781192975979463,46.8115352,1.0,132.0
38.398204495931566,-1.3450403550105383,-3.2594651296209123,0.7895414090300529,50.7877616,1.0,142.0
38.39867061080872,-1.359885580445482,-3.3098457215200634,0.8031168638864028,51.8711540322581,1.0,152.0
38.39918220557236,-1.3764410286834583,-3.3647567112546426,0.817957777268825,50.3301698412698,1.0,163.0
38.39974635626887,-1.3939217098037162,-3.4214373050828777,0.8330651993232328,48.315419047619,1.0,173.0
38.40036710034285,-1.4114635719352338,-3.4769944995467044,0.8473762356966877,47.9540216,1.0,183.0
38.40104543332753,-1.4281737738660092,-3.528542454357759,0.8598198841195361,50.019904,1.0,193.0
38.4017794961847,-1.4431856294189158,-3.5733530000839036,0.8693787581267185,48.084672,1.0,203.0
38.40256491751293,-1.4557144436880434,-3.6090092696533453,0.8751531381512472,48.3668888888889,1.0,213.0
38.403395264497036,-1.4651103105619985,-3.633553264227029,0.8764232154532876,49.1012496062992,1.0,224.0
38.40426255194436,-1.4709040698816418,-3.645617510492654,0.8727050407077809,54.78597439999999,1.0,234.0
38.405157761154335,-1.4728430128469865,-3.644530912682932,0.8637956146173748,47.5231685483871,1.0,244.0
38.406071329008796,-1.4709135322086804,-3.6303895154872965,0.8498028122454339,49.1753188,1.0,254.0
38.40699358013856,-1.4653486912682847,-3.6040842431258087,0.8311564674734936,54.598096,1.0,264.0
38.40791508821419,-1.4566195990266761,-3.5672798137995647,0.8085979944233481,46.6439152,1.0,274.0
38.408826963803406,-1.4454105082923088,-3.522341941300683,0.7831473746239593,49.40701532258061,1.0,285.0
38.40972107460785,-1.4325786787456267,-3.4722135434098886,0.7560481193307108,44.852304,1.0,295.0
38.41059020925217,-1.4191012269608252,-3.420244799675842,0.7286928044025761,48.4710158730159,1.0,305.0
38.41142819865973,-1.4060123392692176,-3.369986236197413,0.7025337958458606,49.676612195122004,1.0,315.0
38.412230009459186,-1.3943352214609623,-3.32495812077041,0.6789855928853699,45.0425388,1.0,325.0
38.412991821214106,-1.385013842344989,-3.288412777947045,0.6593265145895076,49.6818648,1.0,335.0
38.41371109325975,-1.3788497537166706,-3.2631084180780823,0.6446079712367305,48.865268,1.0,346.0
38.41438661871712,-1.3764489601037884,-3.2511132835037766,0.6355791414037271,49.450535080645196,1.0,356.0
38.415018555179024,-1.3781829787464344,-3.2536571520597635,0.632633549336821,49.3714463414634,1.0,366.0
38.41560841599086,-1.3841669665094216,-3.2710435609435584,0.6357819943144485,50.9938487903226,1.0,376.0
38.41615900457026,-1.3942562465206458,-3.3026307888108013,0.6446538038022973,49.7828209677419,1.0,386.0
38.416674277569044,-1.4080609187111606,-3.3468831168598405,0.6585257697628494,49.8393300395257,1.0,396.0
38.41715913070236,-1.4249766531933128,-3.401486872465212,0.6763756754284984,47.6083677419355,1.0,407.0
38.41761911240856,-1.4442283923318138,-3.4635191833267625,0.6969552740939386,50.0975248,1.0,417.0
38.418060082709545,-1.4649226712248091,-3.5296522925353897,0.7188761092733716,56.0516869918699,1.0,427.0
38.41848784474345,-1.4861037577119218,-3.596373603866976,0.7407007707441954,46.5278959839357,1.0,437.0
38.41890778179825,-1.5068089279476116,-3.6602018020921983,0.7610321482763029,48.79764960000001,1.0,447.0
38.419324531918534,-1.5261189348649842,-3.7178822865351897,0.7785940269497378,53.2894159836066,1.0,457.0
38.41974172596858,-1.5432009395292734,-3.7665500471775792,0.7922978961653155,48.195641666666695,1.0,468.0
38.42016180596747,-1.5573425840492563,-3.8038538835591966,0.8012928553936002,48.64327619047621,1.0,478.0
38.42058593155315,-1.5679771856354698,-3.828041300513786,0.8049975751764401,44.716672,1.0,488.0
38.42101397539026,-1.5747009794662965,-3.8380075197024857,0.80311499323154,47.8188216,1.0,498.0
