temp,CCO,HbO2,HHb,P_a,SaO2sup,t
38.423239982228395,-1.7304728743737063,-0.8796197937491543,1.8466907960274976,32.5300162162162,0.91,0.0
38.42554699150652,-1.7311147893527346,-0.7941058454099655,1.7471144408897334,32.744822147651,0.92,11.0
38.42774511712289,-1.7317102807208222,-0.711292888246658,1.6497312060519564,34.7462534246575,0.94,21.0
38.42985415750957,-1.732571417916702,-0.6333451978349744,1.55688522653734,34.1006324324324,0.93,31.0
38.43191754450015,-1.7340045454050712,-0.5621363290413713,1.4706540639083625,34.070132993197305,0.93,41.0
38.43399388062699,-1.7362936169259366,-0.4991275906563003,1.392707584012444,34.9669205479452,0.94,51.0
38.436144843625385,-1.739685400142355,-0.4452780229146786,1.3242030488170915,33.1494831081081,0.94,62.0
38.438420314888866,-1.74437721560563,-0.40099212441506393,1.2657237315597447,35.3176162162162,0.94,72.0
38.44084202957454,-1.7505076384119933,-0.3661078697677168,1.2172633783969429,35.2596265306122,0.94,82.0
38.44338741758219,-1.7581503343477478,-0.33992426252981617,1.1782543683302849,34.7214945945946,0.94,92.0
38.445975556729415,-1.7673109833899818,-0.3212650220187335,1.1476339738126689,35.44683020134229,0.94,102.0
38.44845724587688,-1.7779271097291964,-0.30857299726011955,1.1239408659855488,35.8066140939597,0.94,112.0
38.45061108915182,-1.7898705987339436,-0.3000283858381744,1.1054328306645402,37.8741657534247,0.95,123.0
38.45214713978723,-1.802952716560315,-0.2936826591423612,1.0902163440150796,35.101624324324305,0.94,133.0
38.452719080355074,-1.8169315222095543,-0.2875992125675635,1.076379007688094,35.637343537415,0.943186813186813,143.0
38.45194513697364,-1.8315216336995488,-0.27999124328489705,1.0621167113582082,38.6554925675676,0.95,153.0
38.44943698831851,-1.84640633481169,-0.2693473404541847,1.0458486077252485,35.0908850340136,0.95,163.0
38.44483491501824,-1.8612519359617976,-0.2545358701471731,1.0263143252782858,35.7373876712329,0.94,173.0
38.43784644584015,-1.8757240832565056,-0.23488051109089125,1.0026490632373906,42.2791846153846,0.94,184.0
38.42828491576408,-1.8895053322756528,-0.21020123170727348,0.9744331666726056,41.302430278023365,0.94,194.0
38.41610378606732,-1.902312838096612,-0.18081748393728234,0.9417135373464124,40.32567594066213,0.943236763236763,204.0
38.40142241183837,-1.913914611554668,-0.1475132176194942,0.904995061982567,39.3489216033009,0.93,214.0
38.384539282742345,-1.9241426158013064,-0.1114662150639844,0.8652014144486558,38.37216726593967,0.93,224.0
38.365929671839616,-1.93290111599172,-0.07414693172080579,0.8236062142420085,37.297737494842316,0.92,235.0
38.34622609759744,-1.940169135467421,-0.03719429846816159,0.7817374923448842,36.320983157481066,0.93,245.0
38.326181930112476,-1.94599652872278,-0.0022776791864220244,0.7412605229788828,35.344228820119845,0.92,255.0
38.30662063498025,-1.9504939370324128,0.029044677931138907,0.7038461291333095,34.3674744827586,0.92,265.0
38.288375224823156,-1.953817622128789,0.05545986232675903,0.6710333708359685,35.282375,0.94,275.0
38.272224097650486,-1.9561507664227389,0.076016586439267,0.6440968500463384,37.4173820689655,0.94,285.0
38.25883022777364,-1.9576832117771241,0.0902139371989896,0.6239294514975515,39.30819206896549,0.95,296.0
38.248690423589174,-1.9585917587546235,0.09805484784743436,0.6109509592805341,34.8766673611111,0.94,306.0
38.242100092000044,-1.9590230793939367,0.10005919752409577,0.605051548361359,35.596683333333296,0.93,316.0
38.23913690249338,-1.959081031635412,0.0972347113589536,0.6055767110835764,39.643374305555604,0.94,326.0
38.23966432304138,-1.9588197057349013,0.09100737626872332,0.6113569136192015,35.1476819444444,0.94,336.0
38.24335362303995,-1.9582428772329867,0.08311651289706047,0.6207814288911293,34.96485,0.94,347.0
38.24972094624426,-1.9573097247216305,0.07548259260300184,0.6319117069096463,34.3864274305556,0.94,357.0
38.25817467185306,-1.955945815632565,0.07005809420546442,0.6426258084667683,34.6652267605634,0.94,367.0
38.26806760796779,-1.954057656787321,0.06867301411824467,0.6507823973717811,35.0688630136986,0.94,377.0
38.27874859583459,-1.95154872017346,0.07288705159622158,0.6543909859918293,34.1311947916667,0.9366,387.0
38.28960875392277,-1.9483348564181384,0.08386004625251801,0.651774682108462,33.1478,0.95,397.0
38.30011870076538,-1.944357334692836,0.10225102644734864,0.6417124092885227,34.5491729166667,0.95,408.0
38.30985447101658,-1.9395922526965188,0.12815428473560672,0.6235491611658394,35.4176097222222,0.9365665665665672,418.0
38.31851128081646,-1.9340556007000569,0.16107825873961729,0.5972650778906315,35.7955006993007,0.95,428.0
38.32590562758849,-1.9278037523679816,0.1999697443977052,0.5634969170052933,34.4467625,0.95,438.0
38.3319672885122,-1.9209295621838804,0.2432823232147397,0.5235087932165529,35.0879153846154,0.95,448.0
38.33672352735585,-1.9135545765496889,0.2890842051312094,0.4791127830358698,34.8417677083333,0.95,459.0
38.340278203402015,-1.9058181279662123,0.3351973724500481,0.432543947390687,38.7367162068965,0.95,469.0
