P_a,SaO2sup,temp,DHbO2,DHHb,CCO,DHbT,DHbdiff,t
46.9614691667,0.98,34.0807,-1.9432945072,-5.5790932546,-1.6876633495,-7.5223877618,3.6357987474,10501
43.9514176796,0.98,34.0676,-1.9325532372,-5.5342443065,-1.7183897812,-7.4667975437,3.6016910694,10512
45.1740603352,0.98,34.0545,-1.9283579153,-5.4549464084,-1.749060771,-7.3833043236,3.5265884931,10522
46.4390664804,0.98,34.0437,-1.9943148454,-5.6126553641,-1.6745303054,-7.6069702094,3.6183405187,10533
46.7237949721,0.98,34.0385,-2.020709092,-5.5316153342,-1.7065509753,-7.5523244262,3.5109062422,10543
48.5811461538,0.97455,34.0321,-2.043299454,-5.5572138093,-1.6916736908,-7.6005132633,3.5139143553,10553
46.1552761236,0.98,34.0161,-2.1074692476,-5.463952799,-1.7255119458,-7.5714220466,3.3564835514,10564
46.6651393855,0.98,34.0071,-2.1207382467,-5.3571836039,-1.7908137572,-7.4779218506,3.2364453572,10574
51.7866938547,0.98,34.0002,-2.1772756056,-5.3349395786,-1.8091641192,-7.5122151843,3.157663973,10585
43.3073692737,0.98,33.9908,-2.2948452499,-5.3493618161,-1.7578307931,-7.644207066,3.0545165662,10595
44.0829105556,0.98,33.9774,-2.2248181426,-5.2895443975,-1.8109540576,-7.51436254,3.0647262549,10605
46.4239842697,0.98,33.9689,-2.2876899204,-5.3222426774,-1.7843910379,-7.6099325977,3.034552757,10616
45.8251209497,0.98,33.9641,-2.2731515103,-5.3143415006,-1.7975927569,-7.5874930109,3.0411899903,10626
42.7540083333,0.98,33.9577,-2.2942519032,-5.3549418641,-1.8031556382,-7.6491937673,3.0606899609,10637
45.0246525,0.98,33.9437,-2.3949518177,-5.2041207507,-1.8690337362,-7.5990725683,2.809168933,10647
45.9867212291,0.98,33.9339,-2.4946008529,-5.1703792741,-1.8523968014,-7.664980127,2.6757784212,10657
46.9247544944,0.98,33.9261,-2.4788484537,-5.2250652102,-1.8523665862,-7.7039136638,2.7462167565,10668
46.4172392857,0.98,33.9146,-2.4911561726,-5.226565184,-1.8458363956,-7.7177213565,2.7354090114,10678
45.9647808989,0.98,33.9018,-2.5201207174,-5.2223199076,-1.8580195856,-7.742440625,2.7021991902,10689
46.225797191,0.98,33.8948,-2.5415396772,-5.1792776711,-1.8945762654,-7.7208173483,2.637737994,10699
45.8884577348,0.98,33.8872,-2.6515701924,-5.1653088379,-1.8723559227,-7.8168790303,2.5137386455,10709
43.2183151685,0.98,33.8738,-2.6338407953,-5.1099785592,-1.8876529636,-7.7438193544,2.4761377639,10720
44.3121564246,0.98,33.8614,-2.6479368882,-5.1100466829,-1.8698317973,-7.7579835712,2.4621097947,10730
46.1994576271,0.98,33.8528,-2.6818361627,-5.0802048654,-1.8696909975,-7.7620410281,2.3983687027,10741
46.8442528409,0.98,33.8433,-2.7011999218,-5.0913087839,-1.8689261268,-7.7925087057,2.3901088621,10751
48.6656319885,0.98,33.8299,-2.808354787,-4.9750042715,-1.8964308727,-7.7833590585,2.1666494844,10761
45.4263214286,0.98,33.8207,-2.8657279601,-4.9178326711,-1.8836445746,-7.7835606312,2.0521047111,10772
45.8912034483,0.98,33.8191,-2.8488668921,-4.8509444878,-1.9136389355,-7.6998113799,2.0020775956,10782
50.7334453757,0.98,33.8161,-2.9718870663,-4.8509560225,-1.9123592397,-7.8228430888,1.8790689563,10793
44.0516488506,0.98,33.8075,-2.9698407845,-4.7403722782,-1.9860467728,-7.7102130627,1.7705314938,10803
43.1710861272,0.98,33.7997,-3.0686125367,-4.7071856738,-1.9792654703,-7.7757982106,1.6385731371,10813
44.663762069,0.98,33.7903,-3.0596285308,-4.5920483932,-2.0126568881,-7.6516769241,1.5324198624,10824
43.3171222222,0.98,33.7864,-2.9646234033,-4.4977374921,-2.0846103858,-7.4623608954,1.5331140888,10834
41.0756415205,0.98,33.7818,-2.8489113262,-4.2156139635,-2.1855888552,-7.0645252897,1.3667026374,10845
43.7096842105,0.98,33.7784,-3.3569626483,-3.8621293161,-2.2407590081,-7.2190919644,0.5051666678,10855
42.5639359281,0.98,33.7746,-3.8339039651,-3.4123306497,-2.3366134595,-7.2462346148,-0.4215733154,10865
42.9015870482,0.98,33.7752,-4.0418730715,-3.2443647867,-2.3521523622,-7.2862378581,-0.7975082848,10876
40.0033443114,0.97,33.7793,-4.1173107318,-3.1835738166,-2.3727805344,-7.3008845483,-0.9337369152,10886
39.7537927273,0.9542757243,33.7836,-4.2326346419,-3.1900195538,-2.3494470495,-7.4226541957,-1.0426150881,10897
39.5940379518,0.96,33.7862,-4.1612549004,-3.1102709524,-2.3946038173,-7.2715258529,-1.050983948,10907
43.3566539394,0.96,33.7928,-4.0493777081,-3.2722931209,-2.3493090276,-7.321670829,-0.7770845872,10918
39.1914918675,0.96,33.7974,-3.9049208641,-3.4339744707,-2.3240860595,-7.3388953347,-0.4709463934,10928
40.7572030303,0.96,33.7996,-3.7286542051,-3.5466785875,-2.3380350287,-7.2753327926,-0.1819756176,10938
41.6882406627,0.96,33.8053,-3.5653890471,-3.6322491797,-2.3352999265,-7.1976382268,0.0668601326,10949
45.1653454545,0.97,33.8088,-3.4822239481,-3.6937896201,-2.3348717005,-7.1760135682,0.211565672,10959
42.3559644172,0.97,33.8114,-3.4019740736,-3.704116507,-2.3610327367,-7.1060905806,0.3021424333,10970
43.1880015337,0.97,33.8135,-3.3045337703,-3.7484404094,-2.3490686172,-7.0529741797,0.443906639,10980
42.5098435976,0.9858041958,33.8152,-3.2207055343,-3.6938131313,-2.3724303112,-6.9145186656,0.4731075969,10990
46.1143780488,0.98,33.8158,-3.1065534857,-3.9023982189,-2.3381706981,-7.0089517046,0.7958447332,11001
42.0985579268,0.9741716567,33.8177,-3.0836496997,-3.8967999161,-2.3476322088,-6.9804496158,0.8131502164,11011
44.073145122,0.98,33.8176,-3.0867308974,-3.894475072,-2.32814855,-6.9812059695,0.8077441746,11022
42.839867378,0.98,33.8183,-3.0628610866,-3.8455942085,-2.3286748823,-6.908455295,0.7827331219,11032
42.40518,0.98,33.8183,-3.034864588,-3.9333911649,-2.2981041312,-6.9682557529,0.8985265768,11042
42.3742268293,0.99,33.8193,-3.0189187579,-3.9173425981,-2.2923782977,-6.936261356,0.8984238401,11053
44.6210285276,0.99,33.8194,-2.9428568569,-3.9751049377,-2.2945614999,-6.9179617946,1.0322480809,11063
43.2694672727,0.97411,33.8213,-2.877671161,-3.8577069161,-2.2968163724,-6.7353780771,0.9800357552,11074
48.8012833333,0.99,33.8246,-2.8617611148,-3.8687966137,-2.2934013304,-6.7305577285,1.0070354989,11084
44.1926487805,0.99,33.8248,-2.9293779054,-3.9835597474,-2.2453906941,-6.9129376528,1.054181842,11094
44.5632740741,0.98,33.8286,-2.9129731943,-3.9216937896,-2.2929354193,-6.8346669839,1.0087205952,11105
44.3935808642,0.98,33.831,-2.8692272713,-3.9001444871,-2.3025322313,-6.7693717584,1.0309172158,11115
46.1262138037,0.98,33.8389,-2.8890569727,-3.9181184114,-2.283987686,-6.8071753842,1.0290614387,11126
42.3637777778,0.98,33.8407,-2.8497759959,-3.962983327,-2.2929326043,-6.812759323,1.1132073311,11136
44.0702135802,0.98,33.845,-2.9285617286,-3.9887190258,-2.2638958453,-6.9172807544,1.0601572971,11147
44.149542236,0.98,33.8512,-2.8816069731,-4.0793173319,-2.2201681469,-6.960924305,1.1977103589,11157
45.3005194444,0.964045954,33.855,-2.7693863285,-3.9980664464,-2.2861507645,-6.7674527749,1.2286801179,11167
42.8597748466,0.964014014,33.858,-2.7969252262,-4.0435537675,-2.2513551853,-6.8404789937,1.2466285413,11178
44.4835868098,0.985974026,33.8614,-2.7692620241,-4.0386751825,-2.2524335398,-6.8079372066,1.2694131584,11188
42.6010714286,0.98,33.866,-2.7963162651,-4.0050757874,-2.2362217095,-6.8013920525,1.2087595224,11199
46.9109,0.964,33.8708,-2.7721999272,-4.1082035199,-2.2077114035,-6.8804034471,1.3360035927,11209
42.8119154321,0.98,33.8763,-2.7462709369,-4.1502554718,-2.1910996783,-6.8965264087,1.4039845349,11219
45.119947205,0.986003996,33.884,-2.7190896839,-4.0625512085,-2.2395918573,-6.7816408924,1.3434615246,11230
44.5109746914,0.97,33.8849,-2.7575590164,-4.1739909935,-2.1798924646,-6.9315500099,1.416431977,11240
44.9105917431,0.97,33.8914,-2.6860490028,-4.2343878861,-2.1832737868,-6.920436889,1.5483388833,11251
42.8575389571,0.96,33.8934,-2.6270770877,-4.4091620421,-2.1472567477,-7.0362391298,1.7820849543,11261
44.7978111111,0.97,33.8949,-2.6511325416,-4.407177547,-2.1432189127,-7.0583100886,1.7560450054,11271
44.9251597561,0.96,33.897,-2.5947856043,-4.4621307017,-2.1441646621,-7.056916306,1.8673450974,11282
49.0592713415,0.9639360639,33.902,-2.5769458459,-4.5779836913,-2.13725325,-7.1549295372,2.0010378455,11292
44.0114451515,0.97,33.9021,-2.5695170138,-4.6285539917,-2.1488283825,-7.1980710055,2.0590369779,11303
45.3208114458,0.97,33.9077,-2.5339786151,-4.8029165203,-2.1375967685,-7.3368951354,2.2689379052,11313
44.9658436747,0.97,33.9082,-2.552061036,-4.8639250758,-2.1336914034,-7.4159861118,2.3118640398,11323
46.8643071429,0.97,33.915,-2.5252528284,-4.9759666969,-2.1252030341,-7.5012195253,2.4507138686,11334
42.6880821429,0.97,33.9172,-2.482923302,-5.2915292593,-2.0630452655,-7.7744525613,2.8086059573,11344
45.7144360947,0.97,33.9175,-2.4815147557,-5.332601256,-2.0922018387,-7.8141160117,2.8510865003,11355
45.879493586,0.97,33.9197,-2.3528439721,-5.4841726609,-2.0901532475,-7.837016633,3.1313286889,11365
44.3050635838,0.9638661339,33.9209,-2.347102255,-5.6660217966,-2.0087707419,-8.0131240516,3.3189195416,11376
44.890525,0.98,33.9182,-2.3297151716,-5.7762283327,-1.9630197958,-8.1059435043,3.4465131611,11386
46.6029431034,0.98,33.9177,-2.1953221875,-5.9318105921,-1.9430031019,-8.1271327796,3.7364884045,11396
45.5596168539,0.98,33.9127,-2.1246301063,-6.0557304924,-1.8701416964,-8.1803605987,3.9311003861,11407
51.8920472067,0.98,33.906,-2.0028699739,-6.0686089688,-1.8554674956,-8.0714789428,4.0657389949,11417
47.3711516667,0.98,33.8969,-1.8540636667,-6.3432246043,-1.7989004841,-8.1972882709,4.4891609376,11428
48.6730696133,0.98,33.8907,-1.7681274548,-6.3150803059,-1.8284708811,-8.0832077608,4.5469528511,11438
49.4294098361,0.98,33.8794,-1.7089143003,-6.4135859944,-1.7780739365,-8.1225002947,4.7046716941,11449
49.6088551913,0.98,33.8667,-1.741898548,-6.3768573073,-1.7773212851,-8.1187558552,4.6349587593,11459
47.0326384615,0.98,33.8572,-1.6757552547,-6.4306738412,-1.7760507819,-8.1064290959,4.7549185865,11469
49.6064608696,0.98,33.842,-1.618897779,-6.5026147465,-1.7361193118,-8.1215125255,4.8837169675,11480
49.8459189189,0.98,33.8276,-1.6756285541,-6.5006609305,-1.6942769635,-8.1762894846,4.8250323764,11490
47.8810227027,0.98,33.8201,-1.6088132894,-6.3506163065,-1.782232291,-7.9594295958,4.7418030171,11501
48.3107953804,0.98,33.8172,-1.6642413514,-6.4274228319,-1.7289217403,-8.0916641833,4.7631814804,11511
49.27349,0.98,33.8092,-1.6781441564,-6.5229355413,-1.6781622408,-8.2010796977,4.8447913849,11521
49.3965621622,0.98,33.7913,-1.6767333698,-6.3910804947,-1.7236568242,-8.0678138644,4.7143471249,11532
52.2634157182,0.98,33.7838,-1.7149296135,-6.3768680727,-1.7136547901,-8.0917976862,4.6619384591,11542
49.0470782609,0.98,33.7653,-1.726277853,-6.4094996649,-1.6927918916,-8.135777518,4.6832218119,11553
49.53228,0.98,33.7518,-1.7292878079,-6.3614019368,-1.7152116636,-8.0906897446,4.6321141289,11563
53.8151197861,0.98,33.7464,-1.7902193377,-6.2985244303,-1.7180122879,-8.088743768,4.5083050927,11574
47.4375589674,0.98,33.7386,-1.7834626668,-6.4617567634,-1.6796436743,-8.2452194302,4.6782940965,11584
46.750255615,0.98,33.7263,-1.8728783431,-6.3793285257,-1.6904300307,-8.2522068688,4.5064501826,11594
49.1383264865,0.98,33.7146,-1.9093239601,-6.3642784332,-1.6854857768,-8.2736023933,4.4549544731,11605
47.9509688172,0.98,33.7045,-1.998395771,-6.1918996058,-1.73977698,-8.1902953768,4.1935038349,11615
45.6364909091,0.98,33.6896,-2.075355931,-6.1925739087,-1.7616306504,-8.2679298397,4.1172179777,11626
