P_a,SaO2sup,temp,DHbO2,DHHb,CCO,DHbT,DHbdiff,t
44.0833228188,0.93,34.2929,-3.7346902621,-1.6404940459,-2.1478539207,-5.375184308,-2.0941962162,4775
46.9570799331,0.95,34.2945,-3.2771202765,-1.3226385304,-2.23848418,-4.5997588069,-1.9544817461,4785
43.0343126667,0.95,34.2975,-3.1884490068,-1.2510398612,-2.2669511254,-4.4394888681,-1.9374091456,4795
43.3991509934,0.95,34.2991,-3.2060585225,-1.3054123904,-2.2382578109,-4.5114709129,-1.9006461321,4806
42.958152,0.95,34.3014,-3.204671527,-1.2951155915,-2.2969512896,-4.4997871185,-1.9095559356,4816
42.8843701342,0.94059,34.3029,-4.8401941076,-0.3946551336,-2.3734130048,-5.2348492412,-4.4455389741,4826
44.0147476821,0.95,34.3043,-5.1054058237,-0.1810058199,-2.3739851913,-5.2864116436,-4.9244000037,4837
43.4134607843,0.95,34.3067,-4.4677887118,-0.4258894937,-2.3018859453,-4.8936782055,-4.0418992181,4847
42.5872175325,0.91,34.3088,-3.5171581534,-1.2542505334,-2.2658867349,-4.7714086868,-2.2629076201,4858
42.43041,0.91,34.308,-3.2300608882,-1.4880494131,-2.2363171805,-4.7181103013,-1.7420114752,4868
44.2004443709,0.92,34.31,-3.1760051775,-1.4875801276,-2.2365080066,-4.6635853052,-1.6884250499,4878
42.8237798013,0.9193706294,34.3088,-3.0817895925,-1.6254054576,-2.2563739703,-4.7071950501,-1.4563841348,4889
42.748872,0.95,34.308,-2.8663270833,-1.9241679083,-2.238341131,-4.7904949915,-0.942159175,4899
42.969734,0.94,34.3079,-2.7655398043,-1.8904836656,-2.2735415614,-4.6560234699,-0.8750561388,4909
39.54872,0.9393406593,34.31,-2.9505792946,-1.8149809643,-2.2589641501,-4.7655602589,-1.1355983302,4920
41.5523166667,0.96,34.3105,-3.199429903,-1.6647987452,-2.2749620412,-4.8642286482,-1.5346311578,4930
41.6215409396,0.95,34.3128,-3.419257413,-1.5056663575,-2.3016636245,-4.9249237705,-1.9135910555,4941
40.9119189189,0.9493106893,34.3148,-3.4121570623,-1.6720581228,-2.3163763544,-5.0842151851,-1.7400989395,4951
44.6180782609,0.95,34.3187,-3.1242104492,-1.9846159174,-2.3194392657,-5.1088263665,-1.1395945318,4961
42.6771589404,0.97,34.3198,-2.8591607883,-2.4221463676,-2.2792015854,-5.2813071559,-0.4370144207,4972
42.821639404,0.98,34.3203,-2.6328314244,-2.7630373011,-2.249716465,-5.3958687255,0.1302058767,4982
42.4908,0.98,34.3194,-2.4828756939,-2.9895966296,-2.2455602517,-5.4724723235,0.5067209357,4992
40.82712,0.98,34.3202,-2.4760115786,-3.0072549017,-2.2660836275,-5.4832664803,0.5312433231,5003
39.5862694079,0.98,34.317,-2.5062854754,-3.0793464167,-2.252938272,-5.5856318921,0.5730609413,5013
40.8383370861,0.99,34.3141,-2.4907501224,-3.1583337995,-2.2531510195,-5.6490839219,0.6675836771,5024
40.658102649,0.98,34.3143,-2.5318267824,-3.0592013831,-2.2875526477,-5.5910281655,0.5273746007,5034
43.2753506711,0.99,34.3134,-2.5530460809,-3.2245399018,-2.2497285254,-5.7775859827,0.6714938209,5044
39.4874721854,0.99,34.3114,-2.6261247825,-3.1409268526,-2.2692737555,-5.7670516351,0.51480207,5055
39.3737947368,0.99,34.3101,-2.6199189753,-3.1574301995,-2.2812945589,-5.7773491748,0.5375112242,5065
39.637738,0.99,34.3094,-2.6337510586,-3.1160522468,-2.2896270802,-5.7498033055,0.4823011882,5075
39.5687473684,0.99,34.3114,-2.6836761439,-3.083117239,-2.3083420511,-5.7667933828,0.3994410951,5086
36.1551921569,0.99,34.3079,-2.7257728285,-3.1133754662,-2.2906475317,-5.8391482947,0.3876026377,5096
38.7140102649,0.99,34.3068,-2.7584390525,-2.9314230026,-2.3639263387,-5.689862055,0.1729839501,5107
38.3393828947,0.99,34.3066,-2.8732934837,-3.0498134223,-2.2645297528,-5.923106906,0.1765199385,5117
41.8391615894,0.99,34.307,-2.8297954353,-2.8422117141,-2.3510592563,-5.6720071494,0.0124162788,5127
36.8864592105,0.99,34.306,-2.6395824594,-2.6075030032,-2.3543199976,-5.2470854626,-0.0320794562,5138
38.2316850993,0.99,34.3062,-2.6581080727,-2.1810928613,-2.339662664,-4.839200934,-0.4770152114,5148
37.1495029412,0.99,34.3071,-2.8454853686,-1.9809441524,-2.3351685063,-4.826429521,-0.8645412163,5158
38.3731355263,0.99,34.3114,-3.1387501013,-1.6535253229,-2.3958300781,-4.7922754242,-1.4852247783,5169
34.0379333333,0.99,34.308,-3.3880688674,-1.5696962745,-2.3901006238,-4.9577651419,-1.818372593,5179
35.7430276316,0.99,34.3096,-3.4566732991,-1.5829250236,-2.3848665521,-5.0395983227,-1.8737482755,5190
35.6352395425,0.99,34.3102,-3.4090368418,-1.5149444688,-2.428037341,-4.9239813106,-1.894092373,5200
36.2948647059,0.98,34.3142,-3.3815379763,-1.5997209473,-2.4164703304,-4.9812589236,-1.781817029,5210
35.0359230263,0.98,34.3175,-3.4195969271,-1.666757944,-2.3818968592,-5.0863548711,-1.7528389831,5221
36.4695522876,0.98,34.3208,-3.3951943087,-1.6746743854,-2.4003319031,-5.069868694,-1.7205199233,5231
36.2745058824,0.9790590591,34.322,-3.301442697,-1.7274254498,-2.4141784634,-5.0288681468,-1.5740172472,5241
39.401625,0.99,34.3246,-3.1598546026,-1.8273836905,-2.4677426281,-4.9872382931,-1.3324709121,5252
34.4864363636,0.98,34.3283,-3.2383285422,-1.8552135104,-2.4093188084,-5.0935420526,-1.3831150317,5262
36.412075,0.98,34.326,-3.2572493292,-1.7514569061,-2.4457377178,-5.0087062353,-1.5057924232,5273
36.4482357143,0.99,34.3286,-3.252110716,-1.8459606107,-2.4263220798,-5.0980713266,-1.4061501053,5283
36.58593125,0.99,34.3304,-3.260745619,-1.8482334333,-2.4319896522,-5.1089790522,-1.4125121857,5293
34.9236714286,0.98,34.3311,-3.2994301888,-1.8972972265,-2.397927346,-5.1967274153,-1.4021329623,5304
36.9916098039,0.98,34.3307,-3.3034031504,-1.9042402059,-2.4177443966,-5.2076433563,-1.3991629445,5314
36.4698051613,0.98,34.3308,-3.2818415109,-1.7755828708,-2.4692450044,-5.0574243816,-1.5062586401,5324
38.9860542763,0.99,34.3306,-3.3496086143,-1.8002877834,-2.4521640733,-5.1498963977,-1.5493208309,5335
34.9161274194,0.99,34.333,-3.3676061522,-1.8765100417,-2.4247796493,-5.2441161939,-1.4910961105,5345
36.3691644013,0.99,34.3319,-3.4063583808,-1.816526521,-2.4445581959,-5.2228849018,-1.5898318598,5356
35.9665419355,0.99104,34.3318,-3.4301000542,-1.8678225839,-2.4301430384,-5.2979226381,-1.5622774703,5366
36.0571193548,0.98,34.3334,-3.4638212715,-1.6881876477,-2.488755222,-5.1520089192,-1.7756336238,5376
34.0632,0.98,34.334,-3.4911746654,-1.8183213741,-2.4678100857,-5.3094960395,-1.6728532913,5387
35.3869516129,0.98,34.3336,-3.5168581503,-1.7948071663,-2.4874647488,-5.3116653166,-1.7220509839,5397
35.5983464516,0.98,34.3332,-3.6243692842,-1.7421591803,-2.4748686026,-5.3665284645,-1.8822101039,5408
37.5488142857,0.98,34.3353,-3.607714774,-1.7177936564,-2.5052603993,-5.3255084304,-1.8899211176,5418
36.0613346154,0.98,34.3355,-3.602302839,-1.8549767894,-2.4691335688,-5.4572796284,-1.7473260496,5428
35.576325,0.98,34.3343,-3.6582745899,-1.7030700927,-2.5249299072,-5.3613446827,-1.9552044972,5439
35.5238136943,0.98,34.3361,-3.6910457714,-1.7921863978,-2.4856002506,-5.4832321692,-1.8988593736,5449
35.4549088608,0.98,34.3356,-3.6994939106,-1.842177133,-2.488425555,-5.5416710436,-1.8573167777,5459
33.3656647436,0.98,34.3379,-3.8385133334,-1.7620063399,-2.4924315949,-5.6005196733,-2.0765069935,5470
34.0422240506,0.99,34.3359,-3.8597069022,-1.784526146,-2.4968911284,-5.6442330482,-2.0751807562,5480
34.76085,0.99,34.3364,-3.8769333478,-1.6741232259,-2.5536813375,-5.5510565737,-2.2028101219,5491
34.6247677419,0.98,34.3359,-3.9823279404,-1.6953631335,-2.5150516917,-5.6776910739,-2.2869648069,5501
35.6575443038,0.99,34.3372,-3.9738944437,-1.7536824349,-2.5125503933,-5.7275768786,-2.2202120089,5511
34.8849117834,0.99,34.3362,-3.9795107221,-1.9291689967,-2.4702328665,-5.9086797188,-2.0503417254,5522
34.6086557325,0.99,34.3366,-4.0348718758,-1.8834060369,-2.4769574039,-5.9182779127,-2.1514658389,5532
34.3805101266,0.99,34.3363,-4.0065100106,-1.9054389303,-2.4888695981,-5.9119489409,-2.1010710803,5542
33.2094468354,0.98,34.3363,-4.0944095913,-1.9326257758,-2.4691811084,-6.0270353672,-2.1617838155,5553
33.0441167722,0.99,34.335,-4.1612833294,-1.8760888038,-2.4703108211,-6.0373721332,-2.2851945255,5563
33.956135443,0.99,34.3343,-4.1070588099,-1.9537069051,-2.4846484677,-6.0607657149,-2.1533519048,5574
33.757470625,0.99,34.3332,-4.1316426762,-1.911572533,-2.4952272821,-6.0432152092,-2.2200701432,5584
37.2583656051,0.99,34.3339,-4.1139423397,-1.9463394592,-2.5055380458,-6.060281799,-2.1676028805,5594
33.5510924528,0.99,34.3307,-4.1561091913,-1.9156667239,-2.5060344871,-6.0717759152,-2.2404424673,5605
33.7736936709,0.99,34.3302,-4.1930595776,-1.9258605112,-2.4872764739,-6.1189200888,-2.2671990664,5615
36.2061522013,0.99,34.3277,-4.1425317226,-1.9685407691,-2.5067659778,-6.1110724917,-2.1739909534,5626
33.3817207547,0.99,34.3271,-4.2167330277,-2.0109345135,-2.4725524008,-6.2276675412,-2.2057985142,5636
31.7222417722,1,34.3259,-4.2399501815,-1.8636220383,-2.5310353551,-6.1035722198,-2.3763281433,5646
33.1778842767,0.99,34.3214,-4.2614508554,-1.7251235274,-2.5786255582,-5.9865743828,-2.536327328,5657
33.412009375,0.99,34.3198,-4.3570404907,-1.7952750433,-2.5005168284,-6.152315534,-2.5617654473,5667
31.3005075472,0.99,34.3191,-4.3902106632,-1.6988041572,-2.5377404084,-6.0890148204,-2.691406506,5678
32.1352910494,0.99,34.3182,-4.4397760319,-1.6492631017,-2.5481217216,-6.0890391336,-2.7905129302,5688
33.1649909375,0.99,34.3158,-4.4826415175,-1.5085080744,-2.5798667128,-5.9911495918,-2.9741334431,5698
34.1796481013,0.99,34.314,-4.3536610972,-1.4514006511,-2.5701472851,-5.8050617482,-2.9022604461,5709
33.6610608696,0.99,34.3173,-4.1911641705,-1.1065099134,-2.5767925969,-5.2976740839,-3.084654257,5719
33.0741934783,0.98,34.3135,-4.4340598194,-0.7959823136,-2.620068293,-5.230042133,-3.6380775058,5730
32.2099231481,0.98,34.3143,-4.7644034944,-0.6502121038,-2.6115101214,-5.4146155982,-4.1141913906,5740
31.90901125,0.98,34.3133,-4.9997216543,-0.422470129,-2.6488394272,-5.4221917833,-4.5772515253,5750
31.3123490683,0.98,34.3171,-5.0653507546,-0.4944812639,-2.6241066381,-5.5598320185,-4.5708694907,5761
31.0707630435,0.98,34.3174,-5.005870802,-0.521808992,-2.6487760552,-5.527679794,-4.4840618101,5771
31.8934841463,0.97,34.3174,-4.9807537921,-0.5165247915,-2.6481345652,-5.4972785836,-4.4642290007,5781
31.4836932515,0.98,34.3191,-4.8492597644,-0.6307444942,-2.6415716334,-5.4800042586,-4.2185152703,5792
35.9009,0.9814085914,34.3224,-4.7433229115,-0.7027613283,-2.6451831034,-5.4460842398,-4.0405615832,5802
33.0897153374,0.97,34.3221,-4.6387073163,-0.8662410463,-2.62249976,-5.5049483626,-3.77246627,5813
33.4730731481,0.97,34.3233,-4.5830356148,-0.8309204269,-2.6595553031,-5.4139560417,-3.752115188,5823
33.6433365031,0.97,34.3239,-4.5172886753,-0.9648772641,-2.6175225914,-5.4821659394,-3.5524114112,5833
33.826117284,0.97,34.3247,-4.4828223386,-1.0174074351,-2.6275953724,-5.5002297737,-3.4654149036,5844
32.505137037,0.97,34.3239,-4.5479878697,-0.8315439086,-2.6912636558,-5.3795317782,-3.7164439611,5854
33.3764,0.97,34.3238,-4.6141294581,-0.9920208104,-2.5994214785,-5.6061502685,-3.6221086478,5865
33.6156567901,0.98,34.3234,-4.5274287197,-0.9176880542,-2.6711029,-5.445116774,-3.6097406655,5875
37.7343588957,0.98,34.3266,-4.5402944801,-0.9414467708,-2.6642002758,-5.4817412509,-3.5988477092,5885
32.9251119632,0.98,34.3275,-4.5769512948,-0.9299221398,-2.6409495068,-5.5068734346,-3.6470291551,5896
33.5143595092,0.98,34.3255,-4.5640409221,-1.0297385139,-2.6193491995,-5.593779436,-3.5343024083,5906
34.2899364198,0.98,34.328,-4.5097076572,-0.9711217575,-2.6644287715,-5.4808294147,-3.5385858996,5917
35.5167342593,0.98,34.3288,-4.572147664,-0.9658433608,-2.6667425413,-5.5379910248,-3.6063043032,5927
32.4867641104,0.98,34.3303,-4.6455614704,-0.9773904765,-2.6316809027,-5.6229519469,-3.6681709939,5937
33.4543024242,0.98,34.3279,-4.6862639366,-0.9198475458,-2.6448978266,-5.6061114824,-3.7664163908,5948
33.1815829268,0.98,34.3291,-4.6860698618,-0.9346180405,-2.6450090157,-5.6206879023,-3.7514518213,5958
35.8108773006,0.9816164659,34.3309,-4.7467018776,-0.7945270254,-2.6903737841,-5.541228903,-3.9521748521,5968
32.5765920732,0.96,34.3303,-4.7542183789,-0.9390770399,-2.6370090969,-5.6932954187,-3.815141339,5979
33.5526756098,0.96,34.3323,-4.7222203261,-0.9572781442,-2.6363038843,-5.6794984703,-3.7649421818,5989
33.3125327273,0.97,34.3323,-4.7055119684,-0.7885077979,-2.7018221586,-5.4940197663,-3.9170041704,6000
36.5302555556,0.97,34.3334,-4.6585992248,-0.8522841001,-2.7061776666,-5.5108833249,-3.8063151247,6010
32.6585987805,0.98,34.3323,-4.7302066804,-0.8125535608,-2.6748528384,-5.5427602412,-3.9176531196,6020
33.6136719512,0.98,34.3326,-4.622958072,-0.8235976503,-2.706975707,-5.4465557223,-3.7993604218,6031
33.7640512195,0.97,34.3326,-4.6533618714,-0.7308969087,-2.7241280985,-5.3842587801,-3.9224649627,6041
33.3216560976,0.97,34.3334,-4.7107631793,-0.8809331376,-2.6521549325,-5.5916963169,-3.8298300417,6052
32.8288141104,0.96836,34.3334,-4.624873028,-0.8798377907,-2.6778976473,-5.5047108187,-3.7450352373,6062
34.150122561,0.98164,34.3334,-4.6041855247,-0.9535697774,-2.6483967769,-5.5577553021,-3.6506157474,6072
32.6221359133,0.98,34.3337,-4.6519968217,-0.8500250455,-2.6556391259,-5.5020218672,-3.8019717762,6083
37.6482268293,0.98,34.3336,-4.5383305516,-0.7566976379,-2.7422501455,-5.2950281895,-3.7816329137,6093
33.8033926829,0.98,34.3336,-4.5841212011,-0.8471112439,-2.6808323288,-5.431232445,-3.7370099573,6104
34.5570030675,0.98,34.3347,-4.6282325214,-0.7551848472,-2.7157171436,-5.3834173686,-3.8730476742,6114
34.3257896341,0.97,34.333,-4.691862547,-0.7829036873,-2.6839441806,-5.4747662343,-3.9089588597,6124
35.234317284,0.9816883117,34.334,-4.5821628862,-0.9790246326,-2.6409664892,-5.5611875189,-3.6031382536,6135
33.1695189759,0.9682882883,34.3346,-4.505014058,-0.9535886093,-2.6557501702,-5.4586026673,-3.5514254487,6145
34.8132601227,0.97,34.3338,-4.4809561956,-0.9723591518,-2.6483198414,-5.4533153474,-3.5085970438,6156
34.7558714724,0.98,34.3338,-4.5474086044,-0.8631635639,-2.6313005452,-5.4105721683,-3.6842450405,6166
36.8865384146,0.98,34.3331,-4.5540791208,-0.792402939,-2.6849096003,-5.3464820598,-3.7616761818,6176
33.8281844512,0.98,34.3334,-4.5302595321,-0.799665143,-2.6946671678,-5.329924675,-3.7305943891,6187
34.6104337423,0.98,34.3337,-4.5652773963,-0.6997077783,-2.7114150124,-5.2649851745,-3.865569618,6197
34.8665381098,0.98,34.3324,-4.5597797202,-0.9164846038,-2.6303869392,-5.476264324,-3.6432951163,6207
36.6821417178,0.97,34.3336,-4.5727800043,-0.8062935071,-2.6843631571,-5.3790735114,-3.7664864973,6218
33.4929779141,0.98,34.3343,-4.5365106675,-0.8308512393,-2.6730240712,-5.3673619068,-3.7056594282,6228
35.2860068323,0.97,34.3336,-4.5190846824,-0.7218521685,-2.7146848893,-5.240936851,-3.7972325139,6239
35.5840582822,0.97,34.334,-4.5187895575,-0.7601206298,-2.704120529,-5.2789101872,-3.7586689277,6249
38.2296228659,0.97,34.3343,-4.5939180778,-0.7315409169,-2.6857646588,-5.3254589948,-3.8623771609,6259
34.2344146341,0.98,34.3337,-4.6585182709,-0.7999836194,-2.6370438164,-5.4585018903,-3.8585346515,6270
35.2854723404,0.98,34.3339,-4.6238349629,-0.8295695288,-2.6602901508,-5.4534044917,-3.7942654341,6280
35.5763481707,0.97,34.3343,-4.579148432,-0.8366512717,-2.6597154996,-5.4157997037,-3.7424971603,6290
38.255482622,0.98,34.3362,-4.5839888377,-0.8458089453,-2.6649661426,-5.429797783,-3.7381798924,6301
33.910175,0.97,34.3349,-4.575608262,-0.9056678436,-2.6478667445,-5.4812761056,-3.6699404185,6311
34.93971,0.98,34.3352,-4.5357355041,-0.9272035214,-2.6685541749,-5.4629390255,-3.6085319827,6321
35.2812073171,0.97,34.3347,-4.5484794661,-0.9681658387,-2.6477729026,-5.5166453048,-3.5803136273,6332
35.6029159509,0.97,34.335,-4.5481271605,-0.9417278969,-2.6790082129,-5.4898550574,-3.6063992637,6342
33.9702683735,0.97,34.3348,-4.5622062135,-1.0544157204,-2.6630501426,-5.6166219339,-3.5077904931,6353
35.5349327273,0.98,34.3338,-4.5717770461,-1.10105854,-2.6684701358,-5.6728355861,-3.4707185061,6363
35.3398981818,0.98,34.3344,-4.5798489557,-1.1633738338,-2.6466330785,-5.7432227895,-3.4164751219,6373
38.2376951515,0.98,34.3341,-4.5665519748,-1.1867240207,-2.6465366478,-5.7532759956,-3.3798279541,6384
33.5588829268,0.98,34.3327,-4.5398568854,-1.227017185,-2.6487688473,-5.7668740704,-3.3128397004,6394
34.4177164634,0.98,34.3317,-4.484536138,-1.3023896932,-2.6440898069,-5.7869258312,-3.1821464449,6404
35.0859718182,0.98,34.3326,-4.4742660409,-1.3143911158,-2.6155415018,-5.7886571567,-3.1598749251,6415
34.6698768293,0.98,34.33,-4.4258605139,-1.3190403777,-2.6331698435,-5.7449008916,-3.1068201362,6425
33.7708084337,0.98,34.3302,-4.4152223743,-1.4423678356,-2.6030866746,-5.8575902099,-2.9728545387,6436
35.484745122,0.99,34.3278,-4.3993016841,-1.3492437721,-2.6344750622,-5.7485454561,-3.050057912,6446
35.1233654545,0.98,34.3286,-4.3240626004,-1.4239200921,-2.6284159308,-5.7479826925,-2.9001425084,6457
37.7081063253,0.98,34.3286,-4.3716489949,-1.4140059516,-2.6022606538,-5.7856549465,-2.9576430433,6467
35.2632418182,0.98,34.3266,-4.3597935262,-1.4327519181,-2.5919137098,-5.7925454444,-2.9270416081,6477
35.5493660606,0.99,34.3242,-4.352022753,-1.4045926848,-2.5908468164,-5.7566154378,-2.9474300682,6488
34.8662097633,0.99,34.3217,-4.3308659592,-1.3326830568,-2.6037251927,-5.6635490159,-2.9981829024,6498
35.1226806061,0.98,34.3221,-4.3103654593,-1.3496786084,-2.6018161054,-5.6600440678,-2.9606868509,6508
34.1259578313,0.98,34.3237,-4.3606091825,-1.2952796475,-2.5871360656,-5.65588883,-3.065329535,6519
34.4753464286,0.98,34.3219,-4.3976534836,-1.1184029677,-2.6234714237,-5.5160564514,-3.2792505159,6529
35.415789521,0.98,34.3237,-4.3129743333,-1.0399334924,-2.5638353334,-5.3529078257,-3.2730408409,6540
37.9518259036,0.98,34.323,-4.0729644236,-0.6714568005,-2.5731656916,-4.7444212242,-3.4015076231,6550
36.2537877246,0.98,34.3241,-4.2999233701,-0.4489427009,-2.5917897296,-4.7488660709,-3.8509806692,6560
35.3534706587,0.98,34.3235,-4.615517145,-0.1536728682,-2.6742570318,-4.7691900133,-4.4618442768,6571
33.8579535714,0.98,34.3231,-4.7800553746,-0.1657597812,-2.6468176602,-4.9458151558,-4.6142955934,6581
34.5685760479,0.98,34.3244,-4.8119714895,-0.1664000207,-2.6391573012,-4.9783715101,-4.6455714688,6591
33.6095717262,0.9678978979,34.3266,-4.7428314255,-0.2597700218,-2.6415161452,-5.0026014473,-4.4830614037,6602
34.6540833333,0.97,34.3299,-4.6159259048,-0.4560646181,-2.6261966456,-5.0719905229,-4.1598612867,6612
35.9912982249,0.96,34.329,-4.4898733864,-0.4978075553,-2.6361307431,-4.9876809417,-3.9920658311,6623
35.5430328313,0.96,34.3291,-4.374494161,-0.5879648525,-2.6188941441,-4.9624590134,-3.7865293085,6633
39.5447473054,0.96,34.3312,-4.3534641493,-0.6574861111,-2.6166664238,-5.0109502604,-3.6959780382,6643
36.8539916168,0.96,34.3274,-4.3362553573,-0.7092019435,-2.6221671478,-5.0454573008,-3.6270534138,6654
36.7111120482,0.98,34.3297,-4.2765204393,-0.7296281316,-2.6286311155,-5.006148571,-3.5468923077,6664
37.2978518072,0.97,34.3284,-4.1958511628,-0.7807369895,-2.6302207243,-4.9765881522,-3.4151141733,6674
36.4482757396,0.95784,34.3317,-4.2597438246,-0.7201395123,-2.6346601089,-4.9798833369,-3.5396043122,6685
36.0335654762,0.95783,34.329,-4.2647405368,-0.7821401832,-2.6129145242,-5.04688072,-3.4826003535,6695
37.4349287425,0.97,34.3283,-4.2433862497,-0.8051826915,-2.589758116,-5.0485689412,-3.4382035582,6706
37.1205331325,0.9821778222,34.329,-4.2431463168,-0.6593034152,-2.6118508892,-4.902449732,-3.5838429016,6716
42.1138271084,0.96,34.331,-4.261140216,-0.6229561048,-2.6138680003,-4.8840963208,-3.6381841112,6726
38.0400353293,0.97,34.3299,-4.3707824549,-0.6566675053,-2.5912388761,-5.0274499602,-3.7141149497,6737
38.2499298193,0.9822077922,34.3309,-4.344253072,-0.5864773288,-2.6419653905,-4.9307304008,-3.7577757431,6747
38.9605402439,0.97,34.3304,-4.383634424,-0.5029942986,-2.6406341934,-4.8866287226,-3.8806401254,6757
39.4902336336,0.96,34.3325,-4.340501478,-0.5838755957,-2.6422555686,-4.9243770738,-3.7566258823,6768
37.548499697,0.94776,34.3326,-4.3143452816,-0.5157177153,-2.6246923263,-4.8300629969,-3.7986275664,6778
39.0554832827,0.94,34.3328,-4.2399585318,-0.683980419,-2.5674927222,-4.9239389508,-3.5559781127,6789
40.2191376506,0.96226,34.3335,-4.3187341213,-0.6060216734,-2.5782196808,-4.9247557947,-3.7127124479,6799
41.1937696319,0.94773,34.3345,-4.3557719104,-0.6301238559,-2.5777933149,-4.9858957663,-3.7256480545,6809
39.3195628049,0.94,34.3343,-4.3924909527,-0.5364103452,-2.6036085792,-4.9289012979,-3.8560806075,6820
40.0341210366,0.96229,34.3347,-4.3464925379,-0.5884257585,-2.5923813686,-4.9349182963,-3.7580667794,6830
39.8036652174,0.94,34.3347,-4.3633354178,-0.6119378516,-2.551407531,-4.9752732693,-3.7513975662,6841
42.8078864198,0.9353753754,34.3352,-4.3963268993,-0.5347885126,-2.5692849285,-4.9311154119,-3.8615383866,6851
38.3809407975,0.96,34.3354,-4.4725613406,-0.5544737339,-2.5431279313,-5.0270350745,-3.9180876066,6861
40.6716404908,0.94,34.3355,-4.4419732119,-0.403027144,-2.6029176592,-4.8450003559,-4.038946068,6872
40.8039111111,0.93233,34.3362,-4.364425254,-0.5129725927,-2.5955557166,-4.8773978467,-3.8514526613,6882
41.4423897516,0.95,34.3358,-4.4146773468,-0.4893369811,-2.5848730856,-4.9040143279,-3.9253403656,6892
40.0815746914,0.95,34.3357,-4.4038984741,-0.564764889,-2.545647508,-4.9686633631,-3.8391335852,6903
41.6384161491,0.94,34.3369,-4.3071390653,-0.5974567668,-2.5671109591,-4.9045958321,-3.7096822985,6913
41.4716537037,0.93,34.3364,-4.2540657394,-0.5836503483,-2.560409437,-4.8377160876,-3.6704153911,6924
45.6095875,0.9376323676,34.3377,-4.261952191,-0.5896992873,-2.5449234763,-4.8516514782,-3.6722529037,6934
40.3172515528,0.95,34.3379,-4.3270352398,-0.5516136718,-2.5345739027,-4.8786489117,-3.775421568,6944
42.3781006211,0.94,34.3379,-4.3863929842,-0.5225708768,-2.5254739317,-4.9089638611,-3.8638221074,6955
42.4038566038,0.9424,34.3386,-4.4182842555,-0.5013561945,-2.5049582154,-4.91964045,-3.916928061,6965
42.3329725,0.93759,34.339,-4.405364637,-0.3523640074,-2.5595783931,-4.7577286444,-4.0530006295,6976
40.9912943396,0.96,34.3377,-4.4310434879,-0.2817857119,-2.556967756,-4.7128291999,-4.149257776,6986
42.7465909375,0.96243,34.3386,-4.4052559009,-0.3216967894,-2.5433160817,-4.7269526904,-4.0835591115,6996
42.73979,0.93,34.3398,-4.4322851935,-0.3943275952,-2.4829716237,-4.8266127887,-4.0379575982,7007
47.3696297468,0.94,34.341,-4.4747504679,-0.305122306,-2.5279252887,-4.7798727739,-4.1696281619,7017
41.511345,0.9274647887,34.3403,-4.4611068733,-0.2408703828,-2.5553343973,-4.7019772561,-4.2202364905,7027
43.5922292994,0.93,34.3407,-4.4816404556,-0.3247804389,-2.5056442456,-4.8064208944,-4.1568600167,7038
43.607803481,0.93,34.3416,-4.4627929838,-0.214434287,-2.5466092861,-4.6772272708,-4.2483586968,7048
45.0737102564,0.93752,34.3431,-4.4990973356,-0.2099246567,-2.5202013872,-4.7090219923,-4.2891726789,7059
41.7037636943,0.94,34.3458,-4.4654792672,-0.3354407301,-2.4859603904,-4.8009199973,-4.1300385371,7069
44.0371184713,0.9324826216,34.3441,-4.4799505667,-0.3002727915,-2.49290973,-4.7802233582,-4.1796777751,7079
44.0205171975,0.9374874875,34.3445,-4.4859394638,-0.3001433676,-2.4777747838,-4.7860828314,-4.1857960963,7090
47.4202990385,0.92,34.3448,-4.5515334036,-0.1893809428,-2.4985112301,-4.7409143465,-4.3621524608,7100
43.4062675159,0.92,34.3473,-4.5643031129,-0.2450345248,-2.4952808157,-4.8093376377,-4.319268588,7111
44.495886859,0.9325425425,34.3465,-4.5834261414,-0.274513678,-2.4981271968,-4.8579398195,-4.3089124634,7121
44.5540251613,0.92,34.3478,-4.4998386534,-0.4889314221,-2.4384093075,-4.9887700755,-4.0109072313,7131
47.191866129,0.9148748749,34.3486,-4.5509502442,-0.3020561681,-2.4892511556,-4.8530064124,-4.2488940761,7142
42.1478128205,0.93,34.3515,-4.6366048289,-0.2643675087,-2.4769471487,-4.9009723376,-4.3722373202,7152
44.6069522581,0.92,34.3514,-4.6254303142,-0.3562366291,-2.4591652979,-4.9816669433,-4.2691936851,7162
45.2936,0.92,34.3537,-4.6076621732,-0.4745027186,-2.4216444008,-5.0821648917,-4.1331594546,7173
44.5890606452,0.92,34.3524,-4.5624802767,-0.3946405588,-2.4701573159,-4.9571208355,-4.167839718,7183
43.7176596154,0.93,34.3524,-4.5139991906,-0.5450058345,-2.4700828211,-5.0590050252,-3.9689933561,7194
45.4200690323,0.9326126126,34.3537,-4.5363305625,-0.669985772,-2.4520825131,-5.2063163345,-3.8663447905,7204
45.5791779221,0.91,34.3572,-4.4986367168,-0.699166978,-2.4815881567,-5.1978036948,-3.7994697388,7215
47.9819473684,0.9073826174,34.3569,-4.5386868918,-0.8335832136,-2.4653036299,-5.3722701054,-3.7051036782,7225
42.3912048387,0.92,34.3561,-4.5705825028,-1.0893999115,-2.4043525095,-5.6599824144,-3.4811825913,7235
