t,DHbO2,DHHb,CCO,DHbT,DHbdiff,CBF,SaO2sup,P_a,temp
0.0,-3.957472971132244,3.78794881427007,0.02970717490636039,-0.16952415686217392,-7.745421785402314,0.006719748675826441,0.91,32.5300162162162,38.4232399822284
11.0,-3.4238665597384887,3.310650748554675,0.032079033117452874,-0.11321581118381374,-6.734517308293164,0.006754835402955027,0.92,32.744822147651,38.425546991506515
21.0,-1.4437907489885227,2.0270244475397377,0.03820765102051166,0.5832336985512185,-3.4708151965282603,0.007124362995343276,0.94,34.7462534246575,38.42774511712289
31.0,-2.4352289614338396,2.635645529783144,0.03561176632057138,0.20041656834931132,-5.070874491216983,0.006963544729534886,0.93,34.1006324324324,38.42985415750957
41.0,-2.4589628997628417,2.6428923906851054,0.03567433861698114,0.1839294909222673,-5.101855290447947,0.0069563807944781645,0.93,34.0701329931973,38.43191754450016
51.0,-1.5653012152425134,2.033210100618355,0.03845222711349179,0.4679088853758415,-3.5985113158608684,0.007113283287670756,0.94,34.9669205479452,38.43399388062699
62.0,-2.7094924372831457,2.4334058431589547,0.03618269768683664,-0.27608659412419456,-5.1428982804421,0.0067502560367332974,0.94,33.1494831081081,38.436144843625385
72.0,-1.3761146835218057,1.9659888454859065,0.03905747835326842,0.5898741619641044,-3.342103529007712,0.007177368960383457,0.94,35.3176162162162,38.43842031488887
82.0,-1.569700551871751,2.0101899966310164,0.038884337924284404,0.44048944475927243,-3.5798905485027674,0.0071318791260659145,0.94,35.2596265306122,38.44084202957454
92.0,-1.9001933920493528,2.122361481492014,0.03834290745240858,0.2221680894426541,-4.022554873541367,0.007025366383805756,0.94,34.7214945945946,38.443387417582194
102.0,-1.4806001365139032,1.9770411240402588,0.03929772362316662,0.49644098752635557,-3.457641260554162,0.007163492471975443,0.94,35.4468302013423,38.445975556729415
112.0,-1.351667709574528,1.922887664219985,0.03970245382924198,0.571219954645457,-3.274555373794513,0.007215226316468984,0.94,35.8066140939597,38.448457245876874
123.0,-0.09014735426973886,1.1640200129015454,0.04297470425937146,1.0738726586318066,-1.2541673671712843,0.007528700964324929,0.95,37.8741657534247,38.45061108915182
133.0,-2.0011759020414175,2.112445410224254,0.03874521052610899,0.11126950818283632,-4.113621312265671,0.007029047441530224,0.94,35.1016243243243,38.45214713978723
143.0,-1.3890514264293188,1.8301292271718275,0.04016013713366333,0.44107780074251224,-3.2191806536011462,0.007165111420862738,0.943186813186813,35.637343537415,38.45271908035508
153.0,0.24642716098998463,1.04487959924613,0.04374175252618816,1.291306760236111,-0.7984524382561453,0.0076534199336607146,0.95,38.6554925675676,38.45194513697364
163.0,-1.7055992748232356,1.7026709917621368,0.04022273169627888,-0.002928283061102377,-3.4082702665853724,0.006997242155290386,0.95,35.0908850340136,38.44943698831851
173.0,-1.51579310109258,1.9564920013350644,0.03966178889626151,0.4406989002424879,-3.4722851024276444,0.00717368649367538,0.94,35.7373876712329,38.44483491501824
184.0,0.9532338088077807,1.0697814945987147,0.044253879180871286,2.0230153034064955,-0.116547685790934,0.008142697391329704,0.94,42.2791846153846,38.43784644584015
