t,DHbO2,DHHb,CCO,DHbT,DHbdiff,CBF,SaO2sup,P_a,temp
0.0,-0.019897469033686832,-0.8799958551334299,0.06355220600049806,-0.8998933241671168,0.8600983860997431,0.007829853250274792,0.99,52.39895705,38.92487900645453
10.0,0.008326817119868934,-0.8975236657409127,0.063640289482554,-0.8891968486210473,0.9058504828607816,0.007845627441961362,0.99,52.66390135,38.92200356078547
20.0,-0.10128032830232314,-0.8476343939696882,0.06344432342584862,-0.9489147222720078,0.7463540656673651,0.007792810615025787,0.99,51.94646,38.91919124511716
31.0,0.35897988350909316,-1.0815216315893128,0.06445244489643816,-0.7225417480802179,1.440501515098406,0.008035483651768751,0.99,55.7018226,38.91646984509353
41.0,-0.47873457476241654,-0.7831674143116807,0.06320395515615364,-1.2619019890741043,0.30443283954926414,0.0077228587922353945,0.99,52.61894834,38.91386079658338
51.0,-0.08083671124056124,-0.8833218126822402,0.06366991875853986,-0.9641585239227979,0.802485101441679,0.007823077509623485,0.99,52.70130602,38.911376870791464
61.0,-0.22050788870619797,-0.7743174911750614,0.06323753401510004,-0.9948253798812559,0.5538096024688635,0.007712571668089803,0.99,50.582684,38.90902053876858
71.0,0.3049008232317867,-0.9809497742636957,0.06415337902872648,-0.6760489510319019,1.2858505974954824,0.007921236336590691,0.99,52.80528933,38.90678323429404
82.0,-0.10947926994636248,-0.8222610330239704,0.06351640864638607,-0.9317403029703399,0.7127817630776079,0.007756619577984241,0.99,51.07307705,38.90464565393745
92.0,0.21761953550087654,-0.9597937969287109,0.06413370996665343,-0.7421742614278415,1.1774133324295875,0.007895365050617133,0.99,52.70969128,38.902579134535145
102.0,0.23166927149480543,-1.0286048804381291,0.0644412993282344,-0.796935608943329,1.2602741519329346,0.007965579052157742,0.99,54.655548,38.90054804018466
112.0,-0.27048950317857035,-0.859279110601566,0.06374996696094204,-1.1297686137801364,0.5887896074229957,0.0077877070749348435,0.99,53.10299333,38.89851298388679
122.0,-0.2640129289161699,-0.7999282927904368,0.06353175482716669,-1.0639412217066067,0.5359153638742669,0.007727673812922099,0.99,51.35337419,38.89643461453916
133.0,0.15284843957428507,-0.9567535119174551,0.0642325811291116,-0.80390507234317,1.1096019514917401,0.007885708786918392,0.99,52.93302895,38.894277628680314
143.0,-0.05628697638853808,-0.8930001154848526,0.06397771271124561,-0.9492870918733871,0.8367131390963145,0.007818102614281262,0.99,52.48971115,38.892014626488475
153.0,-0.09996465746417016,-0.8533822975474727,0.06382606406430208,-0.9533469550116394,0.7534176400833026,0.007776718110417551,0.99,51.63672583,38.88962942823994
163.0,0.13784120555765256,-0.9489584333224741,0.06424062611203844,-0.8111172277648251,1.0867996388801267,0.007872832897231919,0.99,52.705301,38.88711950271643
173.0,0.10765573935039541,-0.9761193971401525,0.06435263147702366,-0.8684636577897606,1.083775136490548,0.00789897840336266,0.99,53.68452829,38.88449723152491
184.0,-0.17932319718120837,-0.859744619891071,0.06387010865409228,-1.0390678170722722,0.6804214227098626,0.007777764087218349,0.99,52.24627226,38.88178983750974
194.0,-0.13934712910769775,-0.820488128768428,0.06370992022381967,-0.9598352578761222,0.6811409996607303,0.00773780063863337,0.99,50.87056111,38.87903793148852
204.0,0.283485195356743,-0.995522549485166,0.06444809598706143,-0.7120373541284195,1.279007744841909,0.007915069692747325,0.99,52.92367483,38.8762927657349
214.0,0.2436107618176635,-1.0495714672601721,0.06465781003900455,-0.8059607054425015,1.2931822290778356,0.007969994228305691,0.99,54.82360828,38.87361240934119
225.0,-0.2853174141183601,-0.853834075355973,0.06384180598590596,-1.1391514894743295,0.5685166612376129,0.007765202652079279,0.99,52.67546689,38.87105716499474
235.0,0.39951539241011247,-1.1260333733730725,0.06497697905686102,-0.726517980962953,1.525548765783185,0.008049990834688037,0.99,56.07249128,38.86868461760794
245.0,-0.47961072721345843,-0.8152543208209977,0.06368185718510823,-1.2948650480344526,0.33564359360753926,0.00772348403780445,0.99,52.86799346,38.86654473694811
255.0,-0.12892108812728864,-0.885998907130503,0.06400655700649728,-1.0149199952577916,0.7570778190032144,0.007794714237267314,0.99,52.44316115,38.86467544881562
265.0,-0.12063997743068455,-0.8416722236391649,0.0638451902413093,-0.9623122010698495,0.7210322462084804,0.0077496766447881634,0.99,51.13221782,38.86309904658359
276.0,0.2371080054728516,-1.0024169339290623,0.06454952767871254,-0.7653089284562,1.2395249394019139,0.007913005721701429,0.99,53.25427715,38.86181974372517
286.0,-0.15434175157878371,-0.8611146983024796,0.06398297665220802,-1.0154564498812633,0.7067729467236958,0.007766584244303977,0.99,51.84501396,38.8608225760759
296.0,0.060677917867355546,-0.9291715712499631,0.06430604072544943,-0.8684936533826146,0.9898494891173186,0.007835384666805494,0.99,52.30019145,38.86007375779182
